Geolocation,Type,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Marinduque,Layer Chicken,83.33,83.33,83.33,100.00,100.00,100.00,125.00,125.00,125.00,125.00,125.00,125.00,108.33,150.20,150.15,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Marinduque,Native/Improved Chicken,166.45,167.99,165.09,171.75,169.89,175.47,189.00,185.54,180.94,181.90,180.16,180.29,176.21,164.77,164.35,166.09,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Marinduque,Duck,180.00,180.00,180.00,180.00,175.00,200.00,180.00,200.00,150.00,200.00,200.00,200.00,185.42,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Marinduque,"Chicken egg, Layer",7.00,7.00,7.00,7.19,6.05,6.68,6.79,6.78,6.81,6.91,6.96,7.01,6.85,7.98,7.98,8.06,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Marinduque,"Chicken egg, Native",9.00,9.00,9.00,8.00,8.00,8.00,8.50,8.50,8.50,8.50,8.50,8.50,8.50,7.40,7.76,7.60,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Marinduque,Duck egg,..,..,..,..,12.00,..,12.00,12.00,12.00,12.00,11.00,12.00,11.86,..,12.00,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Carabao for Slaughter,240.00,240.00,240.00,240.00,240.00,240.00,260.00,260.00,260.00,260.00,260.00,260.00,250.00,260.00,260.00,260.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Cattle for Slaughter,308.17,308.17,308.17,305.13,305.13,305.13,290.30,280.00,280.00,304.89,313.18,313.18,301.79,320.00,320.00,320.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Goat for Slaughter,230.00,230.00,230.00,230.00,230.00,230.00,250.00,250.00,250.00,250.00,250.00,250.00,240.00,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Hog for Slaughter,260.00,260.00,260.00,260.00,260.00,260.00,260.47,280.00,280.00,262.11,280.00,280.00,266.88,240.00,240.00,240.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Broiler Chicken,220.00,220.00,220.00,219.73,219.73,219.73,174.63,174.63,174.63,174.33,174.33,174.33,197.17,162.57,162.57,162.57,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,1500.00,1500.00,1500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Gamefowl for Dressing,..,..,..,230.00,230.00,230.00,200.00,200.00,200.00,200.00,200.00,200.00,210.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Layer Chicken,170.00,170.00,170.00,170.00,170.00,170.00,171.21,171.21,171.21,174.11,174.11,174.11,171.33,190.00,190.00,190.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Native/Improved Chicken,235.00,230.00,230.00,235.00,230.00,230.00,200.00,200.00,249.98,200.00,200.00,250.00,224.16,200.01,200.01,200.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Duck,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,"Chicken egg, Layer",7.34,7.34,7.36,7.68,7.68,7.70,7.51,7.51,7.53,6.82,6.82,6.82,7.34,7.24,7.24,7.24,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,"Chicken egg, Native",8.27,8.27,8.27,8.27,8.27,8.27,8.27,8.27,8.27,8.00,8.00,8.00,8.20,8.50,8.41,8.49,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Occidental Mindoro,Duck egg,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,10.33,10.33,10.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Carabao for Slaughter,235.66,240.26,241.59,241.59,241.59,245.33,241.59,241.59,245.33,245.00,245.00,240.00,242.04,240.00,240.00,240.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Cattle for Slaughter,267.20,268.02,269.21,267.35,267.64,269.05,267.31,267.58,269.01,267.46,263.19,261.02,267.00,284.05,285.38,285.25,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Goat for Slaughter,206.13,210.09,210.37,228.54,230.71,231.44,230.59,232.73,233.45,220.15,220.14,220.14,222.87,230.00,227.89,255.56,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Hog for Slaughter,258.80,272.20,265.43,288.34,285.72,281.85,280.72,266.80,248.24,201.82,210.01,201.88,255.15,164.80,164.80,186.17,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Broiler Chicken,132.36,134.50,155.87,152.45,146.83,155.64,187.41,187.65,187.86,116.77,119.42,116.77,149.46,151.57,149.14,155.77,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,2255.15,3250.00,3250.00,2918.38,3602.18,17000.00,3000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Gamefowl for Dressing,..,..,..,140.00,140.00,140.00,180.00,180.00,180.00,180.00,180.00,180.00,166.67,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Layer Chicken,100.00,100.00,140.00,120.71,120.36,101.07,120.00,120.00,100.00,90.00,90.00,90.00,107.68,100.00,100.00,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Native/Improved Chicken,188.40,175.49,166.55,185.86,185.66,185.18,185.86,185.66,185.18,198.49,200.47,202.51,187.11,186.16,195.21,189.90,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Duck,220.94,191.88,157.97,157.26,152.04,152.59,197.82,194.92,194.92,152.79,152.79,152.79,173.23,216.67,195.51,174.34,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,"Chicken egg, Layer",6.88,6.89,6.85,6.87,6.81,7.06,7.17,7.42,7.40,7.21,7.28,7.32,7.10,7.21,7.22,7.19,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,"Chicken egg, Native",8.67,8.56,8.57,8.39,8.45,8.65,9.00,8.59,8.91,9.00,8.59,8.91,8.69,10.02,9.94,9.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Oriental Mindoro,Duck egg,10.20,10.15,10.15,10.19,10.25,10.50,9.37,9.38,9.45,8.49,8.49,8.49,9.59,11.71,11.71,11.71,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Carabao for Slaughter,175.00,176.78,176.00,175.00,180.00,180.00,173.14,170.00,173.14,170.00,170.00,175.00,174.51,174.97,179.97,175.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Cattle for Slaughter,180.40,185.20,184.82,196.04,185.20,200.00,185.61,185.61,185.36,200.00,185.34,200.00,189.47,180.05,184.99,199.95,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Goat for Slaughter,180.07,180.07,174.70,200.00,200.00,209.91,182.56,185.25,185.25,200.00,203.68,185.21,190.56,179.99,184.99,179.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Hog for Slaughter,176.47,182.84,186.62,194.31,204.66,205.78,142.64,144.74,140.73,146.93,140.52,148.05,167.86,146.52,128.46,159.95,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Broiler Chicken,..,..,..,..,..,..,120.00,120.00,140.00,130.00,130.00,130.00,128.33,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Gamefowl for Other Purposes,..,..,..,1200.00,1000.00,1000.00,..,..,..,..,1500.00,..,1175.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Gamefowl for Dressing,..,..,..,200.00,220.00,230.00,180.00,200.00,190.00,180.00,190.00,190.00,197.78,180.00,190.00,190.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Layer Chicken,86.82,90.12,92.39,100.00,100.00,100.00,101.32,110.70,101.76,106.45,110.00,107.74,100.61,108.58,107.15,110.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Native/Improved Chicken,172.30,174.37,179.52,195.77,200.42,196.02,185.67,184.79,184.32,185.73,184.32,185.03,185.69,195.95,195.67,200.08,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Duck,150.00,151.52,151.52,155.00,154.73,160.00,155.00,150.06,160.00,140.10,150.05,150.05,152.34,150.00,155.66,151.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,"Chicken egg, Layer",7.76,7.76,7.76,7.77,7.79,7.78,8.25,8.30,8.36,8.41,8.41,8.41,8.06,7.48,7.50,7.53,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,"Chicken egg, Native",10.17,10.60,10.50,9.00,9.00,9.00,10.00,10.00,10.00,9.67,9.67,9.50,9.76,9.00,9.00,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Palawan,Duck egg,9.01,9.01,9.00,9.01,9.01,9.34,10.00,10.01,10.00,9.69,9.69,9.69,9.45,9.16,9.23,9.16,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Carabao for Slaughter,225.00,220.00,225.00,235.00,240.00,230.00,230.00,235.00,238.00,235.00,235.00,235.00,231.92,235.00,238.00,242.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Cattle for Slaughter,274.31,253.29,295.83,220.01,220.01,225.01,224.78,230.19,235.00,254.07,279.28,254.07,247.15,274.93,280.01,275.07,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Goat for Slaughter,235.00,230.00,230.00,230.10,235.10,233.13,235.19,200.40,235.21,248.30,190.40,219.28,226.84,250.97,199.48,250.97,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Hog for Slaughter,191.65,231.55,220.00,211.32,214.13,213.39,160.02,193.79,229.83,160.63,180.05,168.16,197.88,151.72,167.99,153.28,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Broiler Chicken,210.00,200.00,200.00,189.66,187.65,189.66,179.09,189.82,194.27,199.97,199.97,209.94,195.83,189.98,184.99,184.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Gamefowl for Other Purposes,5000.00,..,..,1339.36,1514.61,1263.24,..,3000.00,..,4500.00,4500.00,..,3016.74,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Gamefowl for Dressing,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,210.00,210.00,201.67,220.01,235.00,240.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Layer Chicken,120.00,..,..,100.00,..,100.00,115.00,115.00,115.00,100.00,110.00,110.00,109.44,100.00,100.00,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Native/Improved Chicken,174.93,204.49,202.38,201.64,200.82,200.01,205.54,211.45,206.33,194.52,198.74,190.56,199.28,238.32,254.26,240.26,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Duck,250.00,250.00,250.00,200.00,258.42,200.00,180.00,180.00,175.00,180.00,180.00,180.00,206.95,220.00,225.00,225.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,"Chicken egg, Layer",7.82,7.82,7.82,6.90,6.90,6.90,7.43,7.43,7.43,7.14,7.14,7.14,7.32,8.14,8.14,8.14,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,"Chicken egg, Native",9.00,9.00,9.00,10.00,10.00,10.00,9.00,9.00,9.00,10.00,10.00,10.00,9.50,9.50,9.58,9.75,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Romblon,Duck egg,..,..,..,..,..,..,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,170.00,175.00,175.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,180.00,208.29,180.09,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,130.01,105.04,150.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,1500.00,1500.00,1500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,280.00,228.28,256.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,250.00,215.00,174.86,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,9.99,9.99,9.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Puerto Princesa,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,8.33,9.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Carabao for Slaughter,191.98,197.39,195.21,235.26,237.75,237.94,209.14,212.31,205.46,206.88,206.88,208.76,212.08,201.30,229.36,215.47,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Cattle for Slaughter,209.26,216.36,213.86,223.72,219.05,255.69,215.82,206.65,220.56,215.06,209.46,214.42,218.33,238.50,239.14,239.18,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Goat for Slaughter,180.68,181.04,182.06,206.12,196.96,199.95,179.82,179.62,185.92,190.45,203.78,191.06,189.79,194.69,194.89,194.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Hog for Slaughter,201.81,203.58,208.02,202.07,214.99,209.29,174.49,176.95,180.20,174.49,172.73,177.36,191.33,179.02,178.32,175.58,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Broiler Chicken,150.07,150.07,150.07,199.93,185.77,185.78,150.05,152.76,150.05,158.91,158.86,158.92,162.60,157.90,158.10,157.05,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Gamefowl for Other Purposes,974.05,2110.23,1002.59,2637.27,2638.91,2268.77,2240.09,1966.58,1842.11,1833.91,1670.88,1991.64,1931.42,2119.56,2141.58,2998.49,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Gamefowl for Dressing,974.02,1003.44,499.19,342.42,342.42,341.86,218.09,218.09,218.09,182.60,188.81,184.88,392.82,248.02,248.27,229.27,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Layer Chicken,171.85,132.75,193.10,146.00,150.65,152.13,99.20,152.76,99.20,131.95,138.45,137.14,142.10,141.74,141.85,141.61,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Native/Improved Chicken,167.49,163.81,165.71,174.00,175.59,176.68,165.72,152.37,169.96,203.35,201.37,215.15,177.60,179.46,185.83,187.60,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Duck,145.33,186.14,167.80,150.59,159.28,164.27,167.57,116.11,137.72,197.82,199.11,195.18,165.58,197.58,187.92,190.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),"Chicken egg, Layer",7.22,7.20,7.29,6.87,6.93,7.02,7.45,7.51,7.53,7.31,7.22,7.25,7.23,6.79,6.83,6.82,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),"Chicken egg, Native",7.63,7.63,7.63,7.74,7.64,7.73,7.93,7.94,7.93,8.12,7.74,7.74,7.78,7.63,7.79,7.78,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION V (BICOL REGION),Duck egg,8.25,8.34,8.34,8.39,8.26,8.38,7.30,7.30,7.33,7.95,7.95,8.12,7.99,12.03,12.13,10.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Carabao for Slaughter,..,250.00,..,250.00,250.00,250.00,250.00,250.00,250.00,200.00,200.00,200.00,235.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Cattle for Slaughter,..,250.00,210.00,250.00,250.00,250.00,250.00,250.00,250.00,220.00,220.00,220.00,238.18,220.00,220.00,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Goat for Slaughter,..,..,..,333.33,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,259.26,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Hog for Slaughter,180.52,175.55,217.79,226.69,229.92,203.29,187.33,188.30,201.18,182.71,169.97,176.29,194.96,149.92,165.90,174.11,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Broiler Chicken,150.00,150.00,150.00,200.00,180.00,180.00,150.00,150.00,150.00,150.00,150.00,150.00,159.17,137.50,137.50,127.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Gamefowl for Other Purposes,10250.00,5203.68,10666.67,2619.11,2524.68,2547.27,2465.19,2348.90,6655.17,2301.53,2759.93,4109.09,4537.60,3166.67,1635.99,5479.38,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Gamefowl for Dressing,325.00,365.00,285.00,490.29,490.29,487.80,200.00,200.00,200.00,..,211.16,250.00,318.59,250.00,250.00,475.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Layer Chicken,65.00,65.00,..,90.44,90.44,90.44,77.50,77.50,77.50,91.54,78.54,63.08,78.82,64.13,64.13,60.25,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Native/Improved Chicken,199.96,203.62,204.60,191.55,182.54,181.96,259.00,246.61,271.38,189.51,191.86,225.78,212.36,218.38,216.93,235.27,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Duck,200.00,200.00,200.00,..,200.00,190.00,..,..,200.00,250.00,250.00,220.00,212.22,250.00,..,174.86,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,"Chicken egg, Layer",7.82,7.91,7.95,6.99,6.77,6.93,6.81,6.85,6.91,6.77,6.77,6.77,7.11,6.16,7.15,7.68,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,"Chicken egg, Native",7.33,7.33,7.33,7.33,7.00,7.33,7.33,7.33,7.33,7.50,7.50,7.50,7.35,7.77,7.90,8.08,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Albay,Duck egg,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.50,8.33,9.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Carabao for Slaughter,250.00,250.00,260.00,230.00,240.00,240.00,230.00,230.00,230.00,230.00,230.00,230.00,237.50,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Cattle for Slaughter,281.00,281.00,280.00,181.40,220.42,220.00,280.00,289.95,289.95,220.61,225.55,225.55,249.62,230.47,234.12,250.24,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Goat for Slaughter,197.91,213.72,213.72,219.03,220.00,220.00,202.82,200.00,200.00,200.00,200.00,200.00,207.27,207.14,220.00,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Hog for Slaughter,190.13,190.39,200.26,220.62,211.23,220.62,171.03,199.31,176.71,168.41,155.50,158.09,188.52,170.65,171.29,173.14,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Broiler Chicken,..,..,..,180.00,180.00,180.00,180.11,180.11,180.11,160.00,159.00,160.00,173.26,150.00,154.98,154.98,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Gamefowl for Other Purposes,1525.69,2165.31,2759.10,4000.00,3500.00,3333.00,2870.82,2219.69,1585.18,1000.00,942.90,950.00,2237.64,4766.63,4399.63,4006.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Gamefowl for Dressing,..,..,..,190.00,190.00,200.00,200.00,200.00,200.00,241.84,216.24,232.72,207.87,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Layer Chicken,..,..,..,..,..,..,170.00,170.00,170.00,150.49,150.49,150.49,160.25,132.51,132.51,132.51,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Native/Improved Chicken,250.00,200.00,200.00,200.00,261.99,215.22,200.00,200.00,200.00,164.08,179.62,180.00,204.24,227.75,250.00,268.62,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Duck,253.14,..,..,200.00,150.00,150.00,125.00,125.00,125.00,120.00,120.00,120.00,148.81,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,"Chicken egg, Layer",6.50,6.50,6.50,7.08,7.01,7.01,6.89,6.94,6.98,7.22,7.19,7.19,6.92,7.15,7.16,7.05,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,"Chicken egg, Native",8.50,8.50,8.50,8.50,8.50,8.50,9.00,9.00,9.00,8.50,8.50,8.50,8.63,9.00,9.00,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Norte,Duck egg,8.00,9.00,9.00,8.00,8.00,8.00,7.33,7.33,7.33,8.50,8.50,9.00,8.17,8.00,8.00,8.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Carabao for Slaughter,200.00,200.00,200.00,150.00,180.00,180.00,210.00,243.24,172.41,200.00,200.00,200.00,194.64,231.25,305.56,268.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Cattle for Slaughter,220.00,220.00,220.00,200.00,200.00,200.00,250.00,205.13,250.00,250.00,250.00,250.00,226.26,300.00,300.00,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Goat for Slaughter,150.27,150.27,150.27,150.00,150.00,150.00,150.14,150.20,160.17,160.04,187.59,160.04,155.75,180.04,180.04,180.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Hog for Slaughter,231.41,222.76,225.51,171.32,195.23,216.41,178.55,154.97,167.60,169.12,172.01,176.04,190.08,194.94,186.21,167.51,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Broiler Chicken,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,160.00,160.00,160.00,152.50,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Gamefowl for Other Purposes,7000.00,7000.00,7000.00,..,..,..,..,..,..,..,..,..,7000.00,5528.57,1500.00,1500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Gamefowl for Dressing,2778.00,2778.00,2778.00,..,..,..,..,..,..,..,..,..,2778.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Layer Chicken,127.00,122.00,127.00,170.00,171.67,167.50,100.00,160.00,100.00,147.54,162.13,164.59,143.29,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Native/Improved Chicken,128.82,133.18,136.26,126.40,134.91,148.04,131.08,112.95,136.98,166.44,165.43,169.98,140.87,151.33,154.25,151.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Duck,123.33,176.97,150.00,130.00,147.02,150.00,155.25,101.34,130.00,177.21,179.29,175.00,149.62,180.00,180.00,182.42,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,"Chicken egg, Layer",7.15,7.11,7.21,6.75,6.85,6.95,7.47,7.54,7.56,7.41,7.30,7.31,7.22,6.80,6.74,6.66,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,"Chicken egg, Native",..,..,..,8.00,8.00,8.00,8.50,8.50,8.50,8.92,8.00,8.00,8.27,7.37,7.59,7.51,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Camarines Sur,Duck egg,6.63,6.77,6.77,8.33,8.00,8.00,7.58,7.58,7.65,7.74,7.74,7.74,7.54,10.33,10.33,10.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Catanduanes,Carabao for Slaughter,200.00,200.00,200.00,192.31,202.88,200.00,..,210.00,..,200.00,200.00,200.00,200.52,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Catanduanes,Cattle for Slaughter,200.00,200.00,200.00,200.00,208.33,200.00,200.00,200.00,200.00,230.00,220.00,230.00,207.36,230.00,230.00,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Catanduanes,Goat for Slaughter,..,..,..,300.00,333.33,300.00,200.00,200.00,200.00,200.00,200.00,200.00,237.04,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Catanduanes,Hog for Slaughter,142.36,142.52,181.04,257.37,272.74,300.26,198.59,200.14,200.14,208.50,195.18,230.44,210.77,239.74,244.66,253.83,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
