Sector,Geolocation,At Current Prices 2022,At Current Prices 2023,At Current Prices 2024,At Constant 2018 Prices 2022,At Constant 2018 Prices 2023,At Constant 2018 Prices 2024
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Manila,236539096.28,253834452.33,273126102.78,218752792.99,222217727.94,232008043.96
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Marikina,24363382.41,27910974.04,29786577.25,22567452.31,24460993.77,25321498.70
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Muntinlupa,65390515.44,73396638.17,78339879.15,60613881.80,64355712.46,66619233.25
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Navotas,13829686.56,15252128.88,16185231.79,12745523.03,13320993.19,13726016.85
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Parañaque,89591198.33,98899110.12,107106951.69,83077617.56,86738660.71,91098405.71
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Pasay City,66135551.70,72520104.68,79308503.27,61316038.11,63595267.11,67448950.69
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Pasig,130904844.28,143915929.66,153969339.76,121300934.12,126159172.39,130912305.69
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Quezon City,317117280.50,352784576.77,374977235.02,294380838.92,309634351.22,319095647.99
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of San Juan,26202361.07,28708436.66,30930384.81,24313129.76,25189576.43,26315509.81
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Taguig,158468676.98,177483215.39,188690018.25,146834804.63,155579280.12,160429537.25
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Valenzuela,38305525.85,41785641.56,45460191.86,35476591.43,36616972.95,38642883.17
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Pateros,2989695.10,3294796.56,3537397.81,2757340.74,2879061.06,3000962.69
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Cordillera Administrative Region (CAR),64939103.44,73463184.38,79822438.91,60251010.52,65064040.58,68212489.94
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Abra,4778683.74,5370501.41,5816676.54,4439237.41,4753244.92,4938993.61
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Apayao,1546346.23,1787254.41,1985206.95,1383151.29,1496994.59,1595000.29
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Benguet,13453207.28,15371055.63,16558704.42,12416143.14,13526760.72,14073889.46
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Ifugao,7213626.24,8092457.36,8921184.28,6834063.45,7231296.72,7613974.83
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Kalinga,7704269.04,8628748.85,9383475.76,7052770.37,7539370.19,7952558.13
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Mountain Province,3150677.27,3571589.32,3874854.93,2786496.34,3013561.40,3153776.61
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Baguio,27092293.64,30641577.39,33282336.03,25339148.53,27502812.05,28884297.01
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region I (Ilocos Region),126553215.34,142614452.77,156319902.76,117414476.02,124974431.71,131234868.10
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Ilocos Norte,16789914.86,19501879.82,20818557.19,15354595.99,17097930.30,17609617.49
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Ilocos Sur,20201782.33,22589949.56,24806696.64,18022393.77,19271786.66,20419828.91
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..La Union,24446882.28,27718102.95,30721895.92,23683358.61,25487655.98,26827450.31
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Pangasinan,65114635.87,72804520.44,79972753.01,60354127.65,63117058.78,66377971.39
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region II (Cagayan Valley),62020221.21,68663655.65,75088743.72,56160180.64,59226722.07,61960094.69
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Batanes,394498.13,434096.63,473358.59,347824.37,359260.61,376251.87
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Cagayan,21651343.35,24211444.02,26620347.83,19775745.29,20740333.54,21533717.06
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Isabela,29295338.45,32081937.97,34806681.65,26581310.86,28088672.13,29445098.99
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Nueva Vizcaya,7868020.82,8834162.49,9838025.62,6970589.40,7413100.35,7900642.53
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Quirino,2811020.45,3102014.54,3350330.03,2484710.72,2625355.44,2704384.23
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region III (Central Luzon),291769808.92,323935261.66,362508828.89,266779359.60,278745707.51,299032426.28
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Aurora,6486821.64,7054229.75,7757577.43,5662639.70,5862088.05,6303617.85
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Bataan,24827330.59,27505763.10,30592545.01,23354988.05,24399982.66,26433874.40
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Bulacan,76931034.70,85562443.46,97452060.46,73073515.16,74798299.93,81233949.87
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Nueva Ecija,52871332.06,58785225.48,65154620.51,47056113.83,49503475.57,52213838.43
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Pampanga,58321203.48,64289727.56,71251485.04,52359331.01,54390065.27,57789632.90
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Tarlac,33809052.04,38091909.39,42418687.03,30290667.38,32739300.15,34950593.93
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Zambales,12481953.85,13827568.82,15504201.59,11037315.61,11660361.07,12758284.47
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Angeles,16711781.14,18595020.64,21023751.01,15458258.16,16472526.16,17929823.08
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Olongapo,9329299.41,10223373.46,11353900.81,8486530.71,8919608.64,9418811.33
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region IV-A (CALABARZON),420697092.34,475598212.47,522413611.55,390878363.30,417729951.08,443068385.93
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Batangas,55981664.43,63535754.65,71336961.89,50633635.60,53639014.25,58124420.18
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Cavite,119918456.76,136071015.68,149215746.00,108371989.32,115594122.51,123926792.60
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Laguna,112092758.11,125890420.93,135915036.71,108640618.85,117464720.98,122855755.88
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Quezon,36436113.50,40958954.24,44994037.31,34582331.19,37202445.78,39244627.93
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Rizal,86248374.05,97559774.60,108508760.66,79215034.70,83405474.00,88166853.47
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Lucena,10019725.50,11582292.38,12443068.97,9434753.63,10424173.57,10749935.87
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,MIMAROPA Region,60815494.92,67961758.01,75388026.13,54309212.60,57018339.19,60841018.56
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Marinduque,5791171.51,6474989.83,7054156.48,5125965.79,5385936.82,5788792.46
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Occidental Mindoro,7547208.95,8559325.88,9425193.20,6466620.71,6890325.24,7193522.33
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Oriental Mindoro,17878013.61,19700610.26,21835345.66,16242080.51,16684837.60,17818519.99
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Palawan,13339111.80,14908150.19,16580321.68,11383448.71,11976791.77,12879123.42
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Romblon,8263871.03,9259339.26,10139028.95,7671287.52,8048770.57,8435128.56
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Puerto Princesa,7996118.02,9059342.58,10353980.16,7419809.35,8031677.19,8725931.81
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region V (Bicol Region),81584879.01,90624442.48,103980728.78,73316139.42,77000446.44,84161098.09
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Albay,18661844.71,20802353.38,24064559.33,16680646.64,17534405.37,19366594.97
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Camarines Norte,9471016.47,10787610.05,12353993.42,8441053.50,8984060.81,9855002.43
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Camarines Sur,26925835.01,29909490.21,33891566.27,24332502.62,25467588.28,27354221.49
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Catanduanes,3204899.57,3592532.80,4178471.69,2906840.63,3094701.16,3408152.49
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Masbate,13071846.78,14315118.39,16594899.53,11574647.34,12071631.04,13199438.93
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Sorsogon,10249436.46,11217337.66,12897238.54,9380448.69,9848059.78,10977687.77
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region VI (Western Visayas),126173961.35,143566631.05,160875461.71,117775229.16,127015052.34,136235947.98
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Aklan,15341217.45,17835525.08,20459188.91,13955614.35,15515414.17,16967643.95
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Antique,5975219.74,6928592.41,7893760.81,5710920.39,6288273.80,6775630.45
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Capiz,16505904.64,18959242.27,21610463.01,14796252.97,16173787.55,17594122.37
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Guimaras,3066086.29,3619426.61,4132311.72,2664324.88,3013194.88,3230956.38
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Iloilo,38755974.76,43021852.38,47821636.03,37264303.12,39306628.03,41545307.83
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Iloilo,46529558.47,53201992.29,58958101.23,43383813.45,46717753.91,50122287.01
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Negros Island Region (NIR),130320917.86,145829984.93,166338393.35,120541653.98,126453305.67,138516500.61
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Negros Occidental,47352004.44,53588907.73,60767032.69,43210277.05,45591721.31,49501651.97
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Negros Oriental,48375905.34,52963628.83,60105317.18,45229305.53,46612065.51,50942555.58
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Siquijor,3766619.95,4277347.87,4960001.90,3423716.70,3629880.71,4012278.40
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Bacolod,30826388.12,35000100.50,40506041.58,28678354.71,30619638.14,34060014.66
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region VII (Central Visayas),242786203.80,269252899.18,302692635.29,238758685.89,252925975.27,272402554.24
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Bohol,59030801.74,64933853.39,73330223.60,56646747.70,58650463.91,64051137.91
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Cebu,60563954.49,66731161.29,75287632.52,57905752.80,60955373.75,66961112.24
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Cebu,75196651.55,83657127.40,93659809.89,76406061.43,81676757.59,86648893.33
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Lapu-Lapu,14902420.64,16642227.53,18620414.42,14938922.42,16056437.39,17089426.85
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Mandaue,33092375.38,37288529.56,41794554.87,32861201.55,35586942.62,37651983.91
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region VIII (Eastern Visayas),60800947.34,68456825.44,76428979.13,58577503.55,62943271.90,67060868.23
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Biliran,1365083.72,1524858.25,1697256.23,1264595.89,1372454.32,1442020.88
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Eastern Samar,4350085.95,4965612.22,5631973.66,4292675.25,4536026.17,4919557.09
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Leyte,22447864.72,25656820.58,29029380.66,21477835.42,23479559.46,25328036.83
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Northern Samar,7802761.35,8703798.04,9459601.43,7587246.34,8044173.98,8370099.15
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Samar,8157888.61,9096735.12,9936462.58,7851263.26,8247177.40,8560488.10
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Southern Leyte,5437573.60,6224644.13,6972464.79,5364889.14,5918683.07,6309219.13
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Tacloban,11239689.38,12284357.09,13701839.79,10738998.25,11345197.49,12131447.05
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region IX (Zamboanga Peninsula),102097911.27,113790485.96,123811121.77,96687404.18,102355427.54,107198810.48
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Zamboanga del Norte,24295295.41,27351212.03,29224317.06,22677794.19,24125123.78,25123193.15
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Zamboanga del Sur,23137428.69,25220177.80,28362322.48,21811886.97,22351129.74,24334526.39
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Zamboanga Sibugay,20029627.91,22279493.71,24110709.49,19039940.22,20068685.70,20747259.34
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Isabela,2866424.45,3131905.30,3338884.61,2840471.20,2925532.93,3004406.77
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Zamboanga,31769134.81,35807697.12,38774888.12,30317311.61,32884955.39,33989424.83
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region X (Northern Mindanao),273027270.49,306148230.23,341756012.14,254571567.42,269500145.67,287939880.20
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Bukidnon,33663462.46,37715403.89,42059381.13,31659391.22,32976441.24,34792581.07
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Camiguin,1832260.05,2033058.60,2273611.35,1656023.19,1724618.17,1823752.16
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Lanao del Norte,7149037.44,8364681.84,9281519.29,6951991.28,7620112.58,8126231.89
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Misamis Occidental,68061969.08,76938423.42,86348694.41,63323369.74,67767239.79,73853043.03
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Misamis Oriental,33963976.82,38785615.37,42988330.75,31665379.61,33740037.65,35490857.31
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Cagayan de Oro,115975264.58,128175828.07,142872141.83,108130282.72,113461774.13,120541890.27
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..City of Iligan,12381300.06,14135219.04,15932333.38,11185129.66,12209922.12,13311524.48
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Region XI (Davao Region),247494819.59,281542658.33,311863673.09,230066991.90,247224474.20,259107636.72
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Davao de Oro,18412002.31,21539775.24,23950629.43,16812643.88,18548621.19,19598283.42
Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,..Davao del Norte,37462038.45,42618510.82,46689216.43,35564628.12,39317447.58,41202233.11
