Geolocation,Commodity Group,Weights
….Tarlac,……Repair of household appliances (S),0.000059
….Tarlac,"….Glassware, Tableware And Household Utensils",0.000367
….Tarlac,"……Glassware, tableware and household utensils (SD)",0.000367
….Tarlac,….Tools And Equipment For House And Garden,0.000288
….Tarlac,……Major tools and equipment (D),0.000144
….Tarlac,……Small tools and miscellaneous accessories (SD),0.000144
….Tarlac,….Goods And Services For Routine Household Maintenance,0.031446
….Tarlac,……Non-durable household goods (ND),0.019103
….Tarlac,……Domestic services and household services (S),0.012342
….Tarlac,..HEALTH,0.063555
….Tarlac,"….Medical Products, Appliances And Equipment",0.025962
….Tarlac,……Pharmaceutical Products (ND),0.025301
….Tarlac,……Other medical products (ND),0.000207
….Tarlac,……Therapeutic appliances and equipment (D),0.000453
….Tarlac,….Outpatient Services,0.012941
….Tarlac,……Medical services,0.011047
….Tarlac,……Dental services (S),0.000898
….Tarlac,……Paramedical services (S),0.000996
….Tarlac,….Hospital Services,0.024652
….Tarlac,……Hospital services (In-Patient Services),0.024652
….Tarlac,..TRANSPORT,0.120917
….Tarlac,….Purchase Of Vehicles,0.021320
….Tarlac,……Motorcycle,0.020783
….Tarlac,……Bicycle and tricycle,0.000537
….Tarlac,….Operation Of Personal Transport Equipment,0.029369
….Tarlac,……Spare parts and accessories for personal transport equipment (SD),0.002785
….Tarlac,……Fuel and lubricants for personal transport equipment (ND),0.024686
….Tarlac,……Maintenance and repair of personal transport equipment (S),0.001899
….Tarlac,……Other services with respect of personal transport equipment (S),..
….Tarlac,….Transport Services,0.070228
….Tarlac,……Passenger transport by railway,..
….Tarlac,……Passenger transport by road,0.066152
….Tarlac,……Passenger transport by air,0.004076
….Tarlac,……Passenger transport by sea and inland waterway,..
….Tarlac,..COMMUNICATION,0.043898
….Tarlac,….Postal Services,0.000061
….Tarlac,……Postal services (S),0.000061
….Tarlac,….Telephone And Telefax Equipment,0.004612
….Tarlac,……Telephone and telefax equipment (S),0.004612
….Tarlac,….Telephone And Telefax Services,0.039225
….Tarlac,……Telephone and telefax services (S),0.039225
….Tarlac,..RECREATION AND CULTURE,0.018404
….Tarlac,….Audio-Visual Photography And Information Processing Equipment,0.008517
….Tarlac,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.003569
….Tarlac,……Photographic and cinematographic equipment and optical instruments (D),0.000150
….Tarlac,……Information processing equipment (D),0.004750
….Tarlac,……Recording media (SD),0.000047
….Tarlac,"……Repair of audio-visual, photographic and information processing equipment (S)",0.000001
….Tarlac,….Other Major Durables For Recreation And Culture,0.000152
….Tarlac,……Musical instruments and major durables for indoor recreation (D),0.000152
….Tarlac,"….Other Recreational Items And Equipment, Gardens And Pets",0.001361
….Tarlac,"……Games, toys and hobbies (SD)",0.000611
….Tarlac,"……Equipment for sport, camping and open-air recreation (SD)",0.000325
….Tarlac,"……Gardens, plants and flowers (ND)",0.000115
….Tarlac,……Pets and related products (ND),0.000310
….Tarlac,….Recreational And Cultural Services,0.002720
….Tarlac,……Recreational and sporting services (S),0.000064
….Tarlac,……Cultural services (S),0.001044
….Tarlac,……Games of chance (S),0.001613
….Tarlac,….Newspapers. Books And Stationery,0.005654
….Tarlac,……Books (SD),0.002623
….Tarlac,……Newspapers and periodicals (ND),0.000241
….Tarlac,……Miscellaneous printed matter (ND),0.000062
….Tarlac,……Stationery and drawing materials (ND),0.002728
….Tarlac,.. EDUCATION,0.025699
….Tarlac,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.004895
….Tarlac,……Pre-primary education services (S),0.001430
….Tarlac,……Primary education services (S),0.003465
….Tarlac,….Secondary (High School) Education,0.005403
….Tarlac,……Secondary education services (S),0.005403
….Tarlac,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,0.001073
….Tarlac,……Post-secondary non-tertiary education services (S),0.001073
….Tarlac,….Tertiary (Baccalaureate And Post-Graduate) Education,0.014328
….Tarlac,……First stage of tertiary education services (S),0.014328
….Tarlac,……Second stage of tertiary education services (S),..
….Tarlac,….Education Not Definable By Level,..
….Tarlac,……Education services not definable by level (S),..
….Tarlac,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.212979
….Tarlac,….Catering Services,0.133062
….Tarlac,"……Restaurants, cafes and the like (S)",0.133062
….Tarlac,….Personal Care,0.067499
….Tarlac,……Hairdressing salons and personal grooming establishments (S),0.011287
….Tarlac,……Electric appliances for personal care (SD),..
….Tarlac,"……Other appliances, articles and products for personal care (ND)",0.056212
….Tarlac,"….Personal Effects, N.E.C.",0.008148
….Tarlac,"……Jewellery, clocks and watches (D)",0.000552
….Tarlac,……Other personal effects (SD),0.007596
….Tarlac,"….Other Services, N.E.C.",0.004270
….Tarlac,"……Other services, n.e.c.",0.004270
….Zambales,ALL ITEMS,1.023660
….Zambales,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.411100
….Zambales,….Food,0.386130
….Zambales,……Bread and cereals (ND),0.113935
….Zambales,……..Rice,0.076411
….Zambales,……..Corn,0.000683
….Zambales,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.036841
….Zambales,……Meat (ND),0.094209
….Zambales,……Fish  and Seafood (ND),0.046290
….Zambales,"……Milk, cheese and eggs (ND)",0.032972
….Zambales,……Oils and fats (ND),0.012022
….Zambales,……Fruit (ND),0.012267
….Zambales,……Vegetables (ND),0.033774
….Zambales,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.021810
….Zambales,……Food products n.e.c. (ND),0.018851
….Zambales,….Non-Alcoholic Beverages,0.024970
….Zambales,"……Coffee, tea and cocoa (ND)",0.013455
….Zambales,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.011514
….Zambales,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.019086
….Zambales,….Alcoholic Beverages,0.007353
….Zambales,……Spirits (ND),0.003921
….Zambales,……Wine (ND),0.000104
….Zambales,……Beer (ND),0.003328
….Zambales,….Tobacco,0.011733
….Zambales,……Tobacco (ND),0.011733
….Zambales,….Other Vegetable-Based Tobacco Products,..
….Zambales,……Other vegetable-based tobacco products,..
….Zambales,NON-FOOD,0.593474
….Zambales,..CLOTHING AND FOOTWEAR,0.026162
….Zambales,….Clothing,0.017996
….Zambales,……Clothing materials (SD),0.000027
….Zambales,……Garments (SD),0.017569
….Zambales,……Other articles of clothing and clothing accessories (SD),0.000170
….Zambales,"……Cleaning, repair and hire of clothing (S)",0.000230
….Zambales,….Footwear,0.008165
….Zambales,……Shoes and other footwear (SD),0.008152
….Zambales,……Repair and hire of footwear (S),0.000014
….Zambales,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.223273
….Zambales,….Actual Rentals For Housing,0.119723
….Zambales,……Actual rentals paid by tenants (S),0.119723
….Zambales,….Maintenance And Repair Of The Dwelling,0.006062
….Zambales,……Materials for the maintenance and repair of the dwelling (ND),0.003367
….Zambales,……Services for the maintenance and repair of the dwelling (S),0.002695
….Zambales,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.013627
….Zambales,……Water supply (ND),0.013627
….Zambales,"….Electricity, Gas And Other Fuels",0.083861
….Zambales,……Electricity (ND),0.033213
….Zambales,……Gas (ND),0.040417
….Zambales,……Liquid fuels (ND),0.000921
….Zambales,……Solid fuels (ND),0.009311
….Zambales,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.037775
….Zambales,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.002876
….Zambales,……Furniture and furnishings (D),0.002851
….Zambales,……Carpets and other floor coverings (D),0.000025
….Zambales,….Household Textiles,0.000638
….Zambales,……Household textiles (SD),0.000638
….Zambales,….Household Appliances,0.003388
….Zambales,……Major household appliances whether electric or not (D),0.002720
….Zambales,……Small electric household appliances (SD),0.000664
….Zambales,……Repair of household appliances (S),0.000004
….Zambales,"….Glassware, Tableware And Household Utensils",0.000383
….Zambales,"……Glassware, tableware and household utensils (SD)",0.000383
….Zambales,….Tools And Equipment For House And Garden,0.000089
….Zambales,……Major tools and equipment (D),..
….Zambales,……Small tools and miscellaneous accessories (SD),0.000089
….Zambales,….Goods And Services For Routine Household Maintenance,0.030401
….Zambales,……Non-durable household goods (ND),0.017565
….Zambales,……Domestic services and household services (S),0.012836
….Zambales,..HEALTH,0.032664
….Zambales,"….Medical Products, Appliances And Equipment",0.014770
….Zambales,……Pharmaceutical Products (ND),0.014528
….Zambales,……Other medical products (ND),0.000024
….Zambales,……Therapeutic appliances and equipment (D),0.000218
….Zambales,….Outpatient Services,0.005502
….Zambales,……Medical services,0.004770
….Zambales,……Dental services (S),0.000130
….Zambales,……Paramedical services (S),0.000601
….Zambales,….Hospital Services,0.012393
….Zambales,……Hospital services (In-Patient Services),0.012393
….Zambales,..TRANSPORT,0.077885
….Zambales,….Purchase Of Vehicles,0.006331
….Zambales,……Motorcycle,0.005605
….Zambales,……Bicycle and tricycle,0.000725
….Zambales,….Operation Of Personal Transport Equipment,0.023952
….Zambales,……Spare parts and accessories for personal transport equipment (SD),0.002133
….Zambales,……Fuel and lubricants for personal transport equipment (ND),0.020333
….Zambales,……Maintenance and repair of personal transport equipment (S),0.001486
….Zambales,……Other services with respect of personal transport equipment (S),..
….Zambales,….Transport Services,0.047602
….Zambales,……Passenger transport by railway,..
….Zambales,……Passenger transport by road,0.046124
….Zambales,……Passenger transport by air,0.001479
….Zambales,……Passenger transport by sea and inland waterway,..
….Zambales,..COMMUNICATION,0.026224
….Zambales,….Postal Services,0.000034
….Zambales,……Postal services (S),0.000034
….Zambales,….Telephone And Telefax Equipment,0.003306
….Zambales,……Telephone and telefax equipment (S),0.003306
….Zambales,….Telephone And Telefax Services,0.022883
….Zambales,……Telephone and telefax services (S),0.022883
….Zambales,..RECREATION AND CULTURE,0.012257
….Zambales,….Audio-Visual Photography And Information Processing Equipment,0.005105
….Zambales,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.002008
….Zambales,……Photographic and cinematographic equipment and optical instruments (D),0.000085
….Zambales,……Information processing equipment (D),0.002955
….Zambales,……Recording media (SD),0.000058
….Zambales,"……Repair of audio-visual, photographic and information processing equipment (S)",..
….Zambales,….Other Major Durables For Recreation And Culture,0.000291
….Zambales,……Musical instruments and major durables for indoor recreation (D),0.000291
….Zambales,"….Other Recreational Items And Equipment, Gardens And Pets",0.000676
….Zambales,"……Games, toys and hobbies (SD)",0.000298
….Zambales,"……Equipment for sport, camping and open-air recreation (SD)",..
….Zambales,"……Gardens, plants and flowers (ND)",0.000124
….Zambales,……Pets and related products (ND),0.000254
….Zambales,….Recreational And Cultural Services,0.002306
….Zambales,……Recreational and sporting services (S),..
….Zambales,……Cultural services (S),0.000435
….Zambales,……Games of chance (S),0.001871
….Zambales,….Newspapers. Books And Stationery,0.003880
….Zambales,……Books (SD),0.001908
….Zambales,……Newspapers and periodicals (ND),0.000236
….Zambales,……Miscellaneous printed matter (ND),0.000049
….Zambales,……Stationery and drawing materials (ND),0.001686
….Zambales,.. EDUCATION,0.029412
….Zambales,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.007706
….Zambales,……Pre-primary education services (S),..
….Zambales,……Primary education services (S),0.007706
….Zambales,….Secondary (High School) Education,0.012017
….Zambales,……Secondary education services (S),0.012017
….Zambales,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,..
….Zambales,……Post-secondary non-tertiary education services (S),..
….Zambales,….Tertiary (Baccalaureate And Post-Graduate) Education,0.009689
….Zambales,……First stage of tertiary education services (S),0.008983
….Zambales,……Second stage of tertiary education services (S),0.000706
….Zambales,….Education Not Definable By Level,..
….Zambales,……Education services not definable by level (S),..
….Zambales,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.127822
….Zambales,….Catering Services,0.078781
….Zambales,"……Restaurants, cafes and the like (S)",0.078781
….Zambales,….Personal Care,0.041704
….Zambales,……Hairdressing salons and personal grooming establishments (S),0.007065
….Zambales,……Electric appliances for personal care (SD),..
….Zambales,"……Other appliances, articles and products for personal care (ND)",0.034640
….Zambales,"….Personal Effects, N.E.C.",0.004808
….Zambales,"……Jewellery, clocks and watches (D)",0.000311
….Zambales,……Other personal effects (SD),0.004497
….Zambales,"….Other Services, N.E.C.",0.002528
….Zambales,"……Other services, n.e.c.",0.002528
….Aurora,ALL ITEMS,0.207012
….Aurora,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.081664
….Aurora,….Food,0.077934
….Aurora,……Bread and cereals (ND),0.027695
….Aurora,……..Rice,0.020377
