Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
..Coffee Liberica (dried berries),..REGION VI (WESTERN VISAYAS),2.70,0.50,3.20,0.03,153.03,153.06,156.26,6.68,0.60,7.28,0.03,158.98,159.01,166.29,6.82,0.57,7.39,0.03,153.85,153.88,161.27,6.60,0.55,7.15,0.04,148.76,148.79,155.95,3.62,0.00,3.62,0.03,136.60,136.63,140.25,3.51,0.00,3.51,0.03,138.64,138.67,142.18,3.18,0.00,3.18,0.03,134.57,134.60,137.78,2.97,0.00,2.97,0.03,128.56,128.59,131.56,2.70,0.00,2.70,0.02,124.00,124.02,126.72,2.48,0.00,2.48,0.02,128.00,128.02,130.50,2.00,0.00,2.00,0.02,125.00,125.02,127.02,2.25,0.00,2.25,0.02,117.50,117.52,119.77,1.95,0.00,1.95,..,..,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..REGION VII (CENTRAL VISAYAS),0.73,0.00,0.73,0.00,8.15,8.15,8.88,0.50,0.00,0.50,0.00,8.61,8.61,9.11,0.55,0.00,0.55,0.00,0.80,0.80,1.35,0.35,0.00,0.35,0.00,0.45,0.45,0.80,0.14,0.00,0.14,0.00,0.24,0.24,0.38,0.09,0.00,0.09,0.00,0.00,0.00,0.09,0.04,0.00,0.04,0.00,0.00,0.00,0.04,0.03,0.00,0.03,0.00,0.00,0.00,0.03,0.02,0.00,0.02,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..REGION VIII (EASTERN VISAYAS),0.00,6.24,6.24,0.00,6.98,6.98,13.22,0.00,6.11,6.11,0.00,6.72,6.72,12.83,0.00,6.01,6.01,0.00,6.58,6.58,12.59,0.00,5.75,5.75,0.00,2.10,2.10,7.85,0.00,1.62,1.62,0.00,1.78,1.78,3.40,0.00,3.69,3.69,0.00,2.78,2.78,6.47,0.00,4.89,4.89,0.00,4.53,4.53,9.42,0.00,4.57,4.57,0.00,3.95,3.95,8.52,0.00,4.62,4.62,0.00,3.24,3.24,7.86,0.00,4.18,4.18,0.00,2.95,2.95,7.14,0.00,4.33,4.33,0.00,2.90,2.90,7.23,0.00,4.10,4.10,0.00,2.80,2.80,6.90,0.00,3.82,3.82,..,..,0.00,3.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..REGION IX (ZAMBOANGA PENINSULA),1.27,1.00,2.27,1.31,2.24,3.55,5.82,0.81,0.89,1.70,1.12,1.83,2.95,4.64,0.72,0.77,1.49,0.95,2.05,3.00,4.49,0.63,0.78,1.41,0.98,1.91,2.89,4.30,0.54,0.60,1.14,0.97,1.14,2.11,3.25,0.54,0.62,1.16,1.19,1.20,2.39,3.55,0.40,0.19,0.59,0.47,0.23,0.70,1.29,0.39,0.19,0.58,0.44,0.21,0.66,1.23,0.38,0.18,0.56,0.42,0.20,0.62,1.17,0.36,0.19,0.55,0.40,0.19,0.59,1.14,0.36,0.17,0.54,0.40,0.20,0.60,1.14,0.37,0.21,0.58,0.37,0.20,0.57,1.15,0.36,0.18,0.54,..,..,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..REGION X (NORTHERN MINDANAO),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),PHILIPPINES,24878.03,6832.58,31710.61,6383.15,29839.30,36222.45,67933.06,21857.27,6666.49,28523.76,5938.85,28515.80,34454.65,62978.41,24382.80,6028.59,30411.39,5878.58,27534.65,33413.23,63824.62,20738.17,5804.86,26543.02,4723.99,23293.28,28017.28,54560.30,19710.91,5665.76,25376.67,4198.19,22593.13,26791.32,52167.99,17093.44,5419.05,22512.49,4311.42,23023.15,27334.57,49847.06,16569.24,4560.34,21129.58,4037.00,22132.49,26169.49,47299.07,14262.47,4005.36,18267.83,3755.49,21009.49,24764.98,43032.81,13348.08,3828.09,17176.18,3806.36,21088.34,24894.70,42070.88,11919.26,3599.23,15518.49,3801.54,22230.11,26031.65,41550.14,11923.15,3486.89,15410.03,3674.36,22724.26,26398.61,41808.65,14067.20,3320.96,17388.16,3501.90,21737.79,25239.69,42627.85,13327.18,3118.72,16445.89,0.00,0.00,0.00,16445.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..CORDILLERA ADMINISTRATIVE REGION (CAR),3657.99,310.34,3968.33,0.00,803.76,803.76,4772.09,3845.87,300.76,4146.63,0.00,826.95,826.95,4973.58,3877.21,301.68,4178.89,0.00,833.90,833.90,5012.79,3773.46,298.74,4072.20,0.00,743.67,743.67,4815.87,3563.58,292.17,3855.75,0.00,722.19,722.19,4577.94,3549.26,277.41,3826.67,0.00,707.57,707.57,4534.25,2843.63,249.57,3093.20,0.00,37.27,37.27,3130.47,1065.81,218.52,1284.33,0.00,32.57,32.57,1316.90,1414.68,198.50,1613.18,0.00,22.14,22.14,1635.31,847.40,152.79,1000.19,0.00,24.58,24.58,1024.77,1124.53,119.52,1244.05,0.00,22.47,22.47,1266.52,1019.68,97.93,1117.61,0.00,22.26,22.26,1139.87,704.15,71.91,776.06,..,..,0.00,776.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION I (ILOCOS REGION),0.00,33.47,33.47,0.00,16.55,16.55,50.01,0.00,34.49,34.49,0.00,12.41,12.41,46.90,0.00,35.12,35.12,0.00,9.55,9.55,44.67,0.00,35.50,35.50,0.00,8.99,8.99,44.49,0.00,36.08,36.08,0.00,8.69,8.69,44.77,0.30,33.25,33.55,0.00,7.71,7.71,41.25,33.07,36.13,69.20,0.01,5.91,5.92,75.12,20.49,37.91,58.40,0.01,4.43,4.44,62.84,24.14,39.54,63.67,0.01,4.34,4.35,68.03,23.48,39.43,62.92,0.00,4.65,4.65,67.57,24.53,37.02,61.55,0.00,4.87,4.87,66.42,25.23,38.58,63.81,0.00,4.63,4.63,68.45,24.47,38.19,62.66,..,..,0.00,62.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION II (CAGAYAN VALLEY),623.98,40.99,664.97,0.00,0.00,0.00,664.97,617.96,31.84,649.80,0.00,0.00,0.00,649.80,515.24,20.26,535.50,0.00,0.00,0.00,535.50,478.44,26.38,504.82,0.00,0.00,0.00,504.82,466.47,27.68,494.15,0.00,0.00,0.00,494.15,473.37,28.79,502.16,0.00,0.00,0.00,502.16,457.98,46.86,504.84,0.00,0.00,0.00,504.84,470.96,46.25,517.21,0.00,0.00,0.00,517.21,469.36,112.21,581.57,0.00,0.00,0.00,581.57,480.93,116.19,597.12,0.00,49.00,49.00,646.12,565.83,122.47,688.30,0.00,47.02,47.02,735.32,634.94,135.33,770.27,0.00,50.84,50.84,821.11,685.58,154.67,840.25,..,..,0.00,840.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION III (CENTRAL LUZON),1481.00,136.51,1617.51,0.00,100.50,100.50,1718.01,1416.00,134.75,1550.75,0.00,98.50,98.50,1649.25,1418.20,136.60,1554.80,0.00,97.70,97.70,1652.50,1438.00,136.20,1574.20,0.00,87.50,87.50,1661.70,1375.50,137.00,1512.50,0.00,90.25,90.25,1602.75,1414.00,140.00,1554.00,0.00,58.50,58.50,1612.50,970.00,139.00,1109.00,0.00,50.14,50.14,1159.14,929.40,105.50,1034.90,0.00,36.15,36.15,1071.05,893.78,102.47,996.25,1.40,35.84,37.24,1033.49,813.39,32.63,846.02,0.00,29.80,29.80,875.81,724.71,27.78,752.49,0.25,29.28,29.53,782.01,735.84,0.09,735.93,0.18,5.15,5.33,741.26,929.51,0.01,929.52,..,..,0.00,929.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION IV-A (CALABARZON),7173.33,223.34,7396.67,0.00,271.00,271.00,7667.67,4243.79,152.97,4396.76,0.00,246.70,246.70,4643.46,7366.53,0.00,7366.53,0.00,202.50,202.50,7569.03,4284.83,4.90,4289.73,0.00,196.43,196.43,4486.16,3804.55,4.00,3808.55,0.00,180.71,180.71,3989.26,1589.53,6.47,1596.00,0.00,209.89,209.89,1805.89,2145.32,6.79,2152.11,0.00,199.40,199.40,2351.51,1456.22,5.58,1461.80,0.00,205.92,205.92,1667.72,1435.63,8.84,1444.47,0.00,149.00,149.00,1593.47,867.14,7.01,874.15,0.00,166.14,166.14,1040.29,753.44,5.96,759.40,0.00,135.61,135.61,895.01,828.68,5.49,834.17,0.00,198.08,198.08,1032.25,929.27,13.37,942.64,..,..,0.00,942.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..MIMAROPA REGION,18.40,42.19,60.59,0.00,55.80,55.80,116.39,18.02,47.20,65.22,0.00,57.00,57.00,122.22,18.56,48.46,67.02,0.00,58.25,58.25,125.27,18.25,44.91,63.16,0.00,61.34,61.34,124.50,18.18,44.18,62.36,0.00,65.88,65.88,128.24,17.65,44.44,62.09,0.00,67.36,67.36,129.45,16.99,40.19,57.18,0.00,65.24,65.24,122.42,16.69,36.99,53.68,0.00,65.75,65.75,119.43,15.82,36.36,52.18,0.00,66.20,66.20,118.38,15.52,36.56,52.08,0.00,65.72,65.72,117.80,12.74,36.67,49.41,0.00,59.16,59.16,108.57,14.85,29.24,44.09,0.00,62.20,62.20,106.29,7.36,21.57,28.93,..,..,0.00,28.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION V (BICOL REGION),73.14,27.38,100.52,13.06,141.89,154.95,255.47,69.22,25.16,94.38,12.69,141.47,154.16,248.54,67.10,25.69,92.79,13.26,145.57,158.83,251.62,66.00,26.03,92.03,13.82,138.49,152.31,244.34,64.96,24.86,89.82,10.81,123.59,134.40,224.22,60.10,24.14,84.24,12.11,124.77,136.88,221.12,48.96,21.74,70.70,11.34,115.33,126.67,197.37,47.39,21.49,68.88,10.14,106.80,116.94,185.82,45.59,20.23,65.81,8.00,94.13,102.13,167.94,41.06,18.65,59.71,8.88,86.72,95.60,155.31,30.38,17.32,47.70,7.32,64.93,72.25,119.95,20.66,9.01,29.67,6.48,44.08,50.56,80.23,11.16,4.63,15.79,..,..,0.00,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION VI (WESTERN VISAYAS),1119.45,28.49,1147.94,1.00,3433.81,3434.81,4582.75,1200.01,27.98,1227.99,0.88,3590.98,3591.86,4819.85,1150.37,26.08,1176.45,0.96,3475.57,3476.53,4652.98,1137.38,24.81,1162.19,1.00,2769.09,2770.09,3932.28,926.81,14.43,941.24,0.95,2495.27,2496.22,3437.46,927.62,14.97,942.59,0.94,2521.83,2522.77,3465.36,974.90,15.93,990.83,0.92,2451.13,2452.05,3442.88,919.06,15.89,934.95,0.90,2658.08,2658.98,3593.93,898.04,15.23,913.27,0.95,2500.21,2501.16,3414.43,871.68,15.57,887.25,1.39,2587.00,2588.39,3475.64,880.50,17.06,897.56,1.46,2477.24,2478.70,3376.26,917.50,18.28,935.78,1.41,2204.15,2205.56,3141.35,905.09,20.08,925.17,..,..,0.00,925.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION VII (CENTRAL VISAYAS),142.18,0.00,142.18,0.00,39.19,39.19,181.37,159.52,0.30,159.82,1.42,38.62,40.04,199.86,179.67,0.50,180.17,1.57,33.28,34.85,215.02,161.80,1.00,162.80,0.73,43.00,43.73,206.53,141.41,0.92,142.33,0.75,48.51,49.26,191.59,138.77,0.68,139.45,5.54,39.67,45.21,184.66,126.79,0.15,126.94,4.20,37.07,41.27,168.21,126.08,0.64,126.72,0.80,45.40,46.20,172.92,124.28,0.16,124.44,1.00,43.15,44.15,168.59,113.94,0.00,113.94,0.97,41.08,42.05,155.99,66.19,0.00,66.19,1.00,33.78,34.78,100.97,52.98,0.00,52.98,1.20,35.08,36.28,89.26,24.94,0.00,24.94,..,..,0.00,24.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION VIII (EASTERN VISAYAS),8.57,58.91,67.48,0.42,19.29,19.71,87.19,11.43,54.20,65.63,0.43,18.93,19.36,84.99,11.17,52.04,63.22,0.44,17.97,18.41,81.62,7.43,36.97,44.40,0.44,7.73,8.16,52.56,1.61,11.69,13.30,0.43,7.14,7.57,20.87,1.11,10.69,11.80,0.42,10.26,10.68,22.48,2.52,12.87,15.39,0.40,10.13,10.53,25.92,2.19,8.90,11.09,1.07,10.47,11.54,22.63,2.10,8.96,11.06,1.13,9.44,10.57,21.63,2.54,8.43,10.98,0.79,10.37,11.16,22.14,2.97,8.64,11.61,1.28,9.89,11.17,22.78,3.02,8.43,11.45,0.99,9.41,10.40,21.86,2.78,8.92,11.70,..,..,0.00,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION IX (ZAMBOANGA PENINSULA),95.34,117.85,213.19,140.16,192.69,332.84,546.04,79.01,104.16,183.16,95.91,185.08,280.99,464.16,66.40,97.70,164.10,95.70,191.19,286.89,450.99,63.60,99.03,162.63,93.50,186.72,280.22,442.85,61.79,103.33,165.12,95.85,191.57,287.42,452.54,63.65,106.72,170.37,96.40,203.50,299.90,470.27,58.83,100.54,159.37,88.97,127.40,216.37,375.74,56.00,83.03,139.03,64.80,108.82,173.62,312.65,65.32,70.86,136.17,74.01,111.01,185.02,321.20,62.64,55.90,118.54,78.62,117.34,195.96,314.50,58.81,53.93,112.74,104.87,131.98,236.85,349.59,60.52,59.98,120.50,61.66,118.85,180.51,301.00,36.48,68.00,104.48,..,..,0.00,104.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION X (NORTHERN MINDANAO),1875.37,471.75,2347.12,643.35,2223.53,2866.88,5214.00,1874.41,458.13,2332.54,603.06,2192.38,2795.44,5127.98,1571.63,252.77,1824.40,502.95,2173.18,2676.13,4500.53,1664.10,252.98,1917.08,532.86,2207.90,2740.76,4657.84,1761.10,255.95,2017.05,543.02,2214.69,2757.71,4774.76,1764.35,253.69,2018.04,553.03,2243.70,2796.73,4814.77,1859.30,261.47,2120.77,568.06,2314.85,2882.91,5003.68,1897.56,274.48,2172.04,598.57,2361.93,2960.50,5132.54,1961.78,281.00,2242.78,611.25,2386.85,2998.10,5240.88,1986.80,293.92,2280.72,631.74,2450.61,3082.35,5363.07,1990.97,291.55,2282.52,654.68,2193.80,2848.48,5131.00,2652.29,314.32,2966.61,618.44,2173.54,2791.98,5758.59,2586.41,304.66,2891.07,..,..,0.00,2891.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),PHILIPPINES,189.60,5.15,194.75,0.00,0.50,0.50,195.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..CORDILLERA ADMINISTRATIVE REGION (CAR),183.55,0.00,183.55,0.00,0.00,0.00,183.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..REGION I (ILOCOS REGION),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..REGION II (CAGAYAN VALLEY),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..REGION III (CENTRAL LUZON),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..REGION IV-A (CALABARZON),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..MIMAROPA REGION,0.00,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
