Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual
..Anchovies (Dilis),..Region XII (SOCCSKSARGEN),5788.00,1608.00,395.00,345.00,8136.00,685.00,179.00,44.00,328.00,1236.00,256.44,79.55,59.60,326.19,721.78,156.27,138.04,98.40,279.95,672.66,47.59,545.95,19.63,128.95,742.12,159.90,60.93,36.20,33.51,290.54,36.52,746.84,251.42,1592.91,2627.69,199.15,289.86,319.99,275.26,1084.26,141.02,142.14,186.81,201.96,671.93,75.75,108.55,26.65,670.25,881.20,931.06,446.75,230.21,153.63,1761.65,451.77,277.89,331.88,254.59,1316.13,483.95,331.94,258.34,214.51,1288.74,180.06,36.73,60.04,121.59,398.42,102.10,61.20,12.63,120.03,295.96,42.69,110.39,195.21,47.98,396.27,170.26,189.68,230.57,248.96,839.47,106.58,68.82,52.27,6.85,234.52,38.86,24.77,33.76,18.40,115.79,20.45,7.88,..,..,..
..Anchovies (Dilis),....Cotabato,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Anchovies (Dilis),....Sarangani,138.00,122.00,100.00,102.00,462.00,156.00,50.00,33.00,316.00,555.00,124.60,52.88,33.23,317.16,527.87,138.46,118.56,50.00,177.00,484.02,35.68,513.20,..,42.50,591.38,117.91,35.37,20.54,4.12,177.94,30.95,599.52,165.06,1373.73,2169.26,160.17,215.43,233.17,235.10,843.87,72.10,74.55,132.91,152.35,431.91,28.76,58.32,6.41,519.14,612.63,627.20,110.80,26.27,45.89,810.16,268.84,98.73,122.41,78.85,568.83,284.53,145.82,161.92,128.45,720.72,148.83,27.22,37.81,47.55,261.41,31.91,32.46,..,12.40,76.77,23.30,8.99,15.24,0.56,48.09,22.31,40.14,32.32,0.53,95.30,20.14,22.61,42.44,1.33,86.52,27.00,4.80,8.43,4.90,45.13,17.50,4.73,..,..,..
..Anchovies (Dilis),....Sultan Kudarat,270.00,226.00,252.00,193.00,941.00,285.00,22.00,9.00,1.00,317.00,1.97,2.00,2.29,1.10,7.36,8.18,4.81,8.48,8.88,30.35,6.93,20.75,8.63,8.62,44.93,5.74,17.61,8.40,7.34,39.09,5.10,16.02,7.99,9.52,38.63,6.32,16.01,8.04,9.36,39.73,6.25,15.78,7.96,9.18,39.17,5.70,14.80,6.38,14.41,41.29,5.36,17.71,6.26,7.49,36.82,3.95,15.94,5.70,6.82,32.41,3.22,7.54,4.24,4.16,19.16,3.18,6.67,8.73,11.76,30.34,4.42,6.64,5.54,14.70,31.30,4.15,12.75,1.51,7.36,25.77,26.40,7.75,14.48,73.39,122.02,2.98,1.98,9.83,2.50,17.29,7.15,1.00,10.74,2.00,20.89,0.09,0.60,..,..,..
..Anchovies (Dilis),....South Cotabato,5380.00,1260.00,43.00,50.00,6733.00,244.00,107.00,2.00,11.00,364.00,129.87,24.67,24.08,7.93,186.55,9.63,14.67,39.92,94.07,158.29,4.98,12.00,11.00,77.83,105.81,36.25,7.95,7.26,22.05,73.51,0.47,131.30,78.37,209.66,419.80,32.66,58.42,78.78,30.80,200.66,62.67,51.81,45.94,40.43,200.85,41.29,35.43,13.86,136.70,227.28,298.50,318.24,197.68,100.25,914.67,178.98,163.22,203.77,168.92,714.89,196.20,178.58,92.18,81.90,548.86,28.05,2.84,13.50,62.28,106.67,65.77,22.10,7.09,92.93,187.89,15.24,88.65,178.46,40.06,322.41,121.55,141.79,183.77,175.04,622.15,83.46,44.23,..,3.02,130.71,4.71,18.97,14.59,11.50,49.77,2.86,2.55,..,..,..
..Anchovies (Dilis),..Region XIII (Caraga),1868.00,1517.00,778.00,563.00,4726.00,1878.00,1795.00,827.00,532.00,5032.00,2334.46,1648.10,827.18,554.00,5363.74,2744.81,1745.06,645.70,644.00,5779.57,2436.02,2059.00,834.36,1349.70,6679.08,2596.39,2644.98,1405.30,1904.05,8550.72,1354.01,2557.49,1306.80,1375.78,6594.08,1211.21,2211.72,1285.26,1132.55,5840.74,1153.91,2008.75,752.42,955.19,4870.27,1146.37,1434.59,666.11,588.22,3835.29,1006.10,1051.92,547.12,529.24,3134.38,591.35,470.75,515.91,513.11,2091.12,378.31,451.48,431.47,378.05,1639.31,465.43,393.37,498.19,337.03,1694.02,377.76,346.39,340.12,380.17,1444.44,302.38,414.39,410.90,330.91,1458.58,250.16,319.61,549.26,686.86,1805.89,196.06,362.80,467.66,191.01,1217.53,183.44,354.33,194.47,192.17,924.41,140.14,317.95,..,..,..
..Anchovies (Dilis),....Agusan del Norte,168.00,228.00,210.00,80.00,686.00,168.00,235.00,216.00,74.00,693.00,173.46,240.10,223.18,86.00,722.74,160.00,150.15,100.70,60.00,470.85,48.02,60.00,67.00,48.00,223.02,15.57,23.00,..,..,38.57,16.09,15.88,4.41,1.90,38.28,1.50,5.57,3.51,0.12,10.70,2.01,1.23,1.05,27.34,31.63,2.45,25.18,7.10,15.12,49.85,1.27,10.24,6.85,8.00,26.36,1.40,1.82,3.50,4.84,11.56,1.57,1.72,3.46,6.13,12.88,2.23,1.00,3.14,3.60,9.97,2.09,2.91,4.46,3.12,12.58,4.17,4.00,4.65,3.29,16.11,2.70,4.21,3.57,2.81,13.29,2.28,3.96,3.35,2.82,12.41,2.14,3.45,3.97,3.25,12.81,2.17,3.52,..,..,..
..Anchovies (Dilis),....Agusan del Sur,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Anchovies (Dilis),....Dinagat Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.22,46.54,45.35,43.69,177.80,40.89,52.31,45.78,45.97,184.95,46.65,55.96,54.05,50.69,207.35,43.98,66.44,62.13,55.58,228.13,44.52,69.33,61.82,58.97,234.64,41.99,68.09,..,..,..
..Anchovies (Dilis),....Surigao del Norte,1637.00,1223.00,455.00,416.00,3731.00,1644.00,1492.00,494.00,367.00,3997.00,2095.00,1329.00,482.00,377.00,4283.00,2521.81,1532.91,518.00,492.00,5064.72,2330.00,1872.00,491.36,720.33,5413.69,2496.32,2514.24,1020.28,1151.68,7182.52,1284.59,2452.64,904.75,944.98,5586.96,1205.43,2092.35,932.38,786.21,5016.37,1148.08,1996.76,661.02,744.33,4550.19,1098.63,1401.03,653.28,414.35,3567.29,993.73,1028.72,531.53,365.36,2919.34,579.72,458.81,484.07,340.15,1862.75,359.02,438.45,396.07,318.97,1512.51,389.61,354.97,431.39,289.42,1465.39,218.21,257.20,258.17,193.37,926.95,167.51,253.96,196.10,194.36,811.93,131.97,256.85,166.88,194.16,749.86,118.35,289.73,115.68,119.90,643.66,113.79,275.15,114.77,115.59,619.30,95.86,234.54,..,..,..
..Anchovies (Dilis),....Surigao del Sur,63.00,66.00,113.00,67.00,309.00,66.00,68.00,117.00,91.00,342.00,66.00,79.00,122.00,91.00,358.00,63.00,62.00,27.00,92.00,244.00,58.00,127.00,276.00,581.37,1042.37,84.50,107.74,385.02,752.37,1329.63,53.33,88.97,397.64,428.90,968.84,4.28,113.80,349.37,346.22,813.67,3.82,10.76,90.35,183.52,288.45,45.29,8.38,5.73,158.75,218.15,11.10,12.96,8.74,155.88,188.68,10.23,10.12,28.34,168.12,216.81,17.72,11.31,31.94,52.95,113.92,73.59,37.40,63.66,44.01,218.66,115.24,39.74,32.14,139.99,327.11,89.81,104.12,164.37,87.29,445.59,68.84,2.59,324.76,439.20,835.39,31.45,2.67,286.50,12.71,333.33,22.99,6.40,13.91,14.36,57.66,0.12,11.80,..,..,..
..Anchovies (Dilis),..Autonomous Region in Muslim Mindanao (ARMM),742.00,691.00,828.00,699.00,2960.00,751.00,842.00,965.00,428.00,2986.00,862.74,784.90,943.27,418.91,3009.82,708.89,703.96,733.04,365.09,2510.98,791.47,632.26,1149.58,982.89,3556.20,1456.33,1842.45,1102.43,977.67,5378.88,1343.20,1626.81,1251.52,1025.99,5247.52,965.29,1297.87,1298.46,1423.67,4985.29,949.86,1361.26,1339.07,1513.72,5163.91,1060.27,1404.22,1354.74,1493.25,5312.48,1041.52,1312.49,1283.65,1322.11,4959.77,1012.78,1330.94,1415.73,1882.09,5641.54,1273.92,1377.37,1188.29,1454.27,5293.85,1085.07,1347.57,1198.93,1357.72,4989.29,896.81,1420.37,1062.85,754.99,4135.02,880.82,1348.40,1069.24,768.34,4066.80,669.16,1236.00,1050.89,744.50,3700.55,697.23,1161.34,957.40,774.88,3590.85,490.30,800.13,962.93,651.55,2904.91,596.24,789.67,..,..,..
..Anchovies (Dilis),....Basilan,144.00,159.00,290.00,600.00,1193.00,117.00,150.00,250.00,182.00,699.00,101.00,112.00,220.00,161.00,594.00,48.12,144.06,75.15,115.05,382.38,66.00,89.95,104.43,145.56,405.94,52.69,80.38,95.59,134.20,362.86,43.78,83.66,90.03,125.90,343.37,44.51,70.17,101.51,138.65,354.84,39.46,59.69,116.74,144.44,360.33,33.28,65.94,128.71,128.47,356.40,32.66,74.85,134.58,110.00,352.09,30.09,67.27,111.77,119.02,328.15,22.73,74.91,116.60,115.10,329.34,21.58,82.54,123.71,119.82,347.65,11.63,42.61,7.12,8.98,70.34,53.25,42.91,..,21.34,117.50,5.87,29.62,14.10,21.87,71.46,6.32,30.65,15.33,23.39,75.69,14.75,16.28,7.27,40.26,78.56,16.07,16.63,..,..,..
..Anchovies (Dilis),....Lanao del Sur,361.00,255.00,315.00,18.00,949.00,380.00,272.00,334.00,22.00,1008.00,388.26,279.56,348.25,25.00,1041.07,375.00,250.00,359.99,25.86,1010.85,394.21,249.04,340.47,42.37,1026.09,352.47,170.42,318.47,43.79,885.15,364.33,213.36,302.30,44.86,924.85,364.92,214.44,305.06,49.21,933.63,373.39,218.79,312.38,56.69,961.25,379.68,214.72,307.98,51.03,953.41,375.59,215.60,308.82,52.69,952.70,376.55,216.36,471.50,609.94,1674.35,660.25,282.17,282.08,248.39,1472.89,454.33,282.42,310.50,218.33,1265.58,312.16,308.32,303.12,301.72,1225.32,309.58,308.42,310.87,310.84,1239.71,141.53,318.32,291.26,290.63,1041.74,169.99,299.65,191.72,322.78,984.14,12.98,36.38,193.53,180.37,423.26,17.73,36.52,..,..,..
..Anchovies (Dilis),....Maguindanao,87.00,80.00,102.00,17.00,286.00,91.00,72.00,93.00,..,256.00,88.00,66.65,80.15,..,234.80,..,63.88,88.90,16.93,169.71,46.00,60.90,60.01,47.22,214.13,27.30,14.99,47.55,7.61,97.45,44.34,44.62,149.60,9.13,247.69,48.05,80.25,135.73,96.55,360.58,53.11,85.73,152.03,154.70,445.57,170.15,89.19,154.08,157.72,571.14,131.81,56.65,127.71,122.87,439.04,125.30,57.83,128.76,124.83,436.72,123.81,59.13,127.83,129.45,440.22,126.68,57.31,132.68,127.83,444.50,127.10,59.64,140.89,147.25,474.88,127.60,129.47,132.37,155.01,544.45,159.81,158.39,146.04,161.34,625.58,161.83,156.86,149.52,164.39,632.60,149.75,163.79,172.24,173.85,659.63,173.92,174.31,..,..,..
..Anchovies (Dilis),....Sulu,..,..,..,..,..,..,120.00,165.00,170.00,455.00,175.00,132.50,159.23,165.33,632.06,230.00,180.00,157.00,148.00,715.00,240.00,195.01,621.40,719.14,1775.55,982.38,1540.44,614.07,757.85,3894.74,874.04,1241.59,682.82,814.34,3612.79,492.22,910.10,726.86,1106.93,3236.11,465.83,972.32,672.75,1130.81,3241.71,459.74,996.04,676.88,1134.57,3267.23,483.16,924.46,645.19,1017.59,3070.40,464.45,942.70,625.04,991.18,3023.37,449.95,910.62,602.87,927.34,2890.78,462.56,873.09,569.51,853.21,2758.37,426.98,955.03,553.39,256.95,2192.35,362.07,816.99,568.06,237.41,1984.53,335.61,690.14,557.83,227.20,1810.78,310.02,630.78,566.90,218.07,1725.77,277.12,550.03,544.23,206.79,1578.17,300.70,533.18,..,..,..
..Anchovies (Dilis),....Tawi-tawi,150.00,197.00,121.00,64.00,532.00,163.00,228.00,123.00,54.00,568.00,110.48,194.19,135.64,67.58,507.89,55.77,66.02,52.00,59.25,233.04,45.26,37.36,23.27,28.60,134.49,41.49,36.22,26.75,34.22,138.68,16.71,43.58,26.77,31.76,118.82,15.59,22.91,29.30,32.33,100.13,18.07,24.73,85.17,27.08,155.05,17.42,38.33,87.09,21.46,164.30,18.30,40.93,67.35,18.96,145.54,16.39,46.78,78.66,37.12,178.95,17.18,50.54,58.91,33.99,160.62,19.92,52.21,62.53,38.53,173.19,18.94,54.77,58.33,40.09,172.13,28.32,50.61,57.94,43.74,180.61,26.34,39.53,41.66,43.46,150.99,49.07,43.40,33.93,46.25,172.65,35.70,33.65,45.66,50.28,165.29,87.82,29.03,..,..,..
..Big-eyed scad (Matangbaka),Philippines,26101.00,28149.00,26207.00,20329.00,100786.00,26019.00,30044.00,27558.00,20354.00,103975.00,26509.70,28361.09,26994.29,21492.97,103358.05,24651.87,23514.69,21075.96,22290.67,91533.19,23674.28,25321.20,21063.02,23862.72,93921.22,24667.17,27225.38,22302.22,20833.44,95028.21,25982.60,24582.81,23887.88,22695.92,97149.21,25416.07,23992.11,28775.96,29151.21,107335.35,29563.62,29620.28,32597.96,29741.01,121522.87,28650.64,27825.09,33909.35,28824.53,119209.61,26899.95,27925.46,30395.85,29633.09,114854.35,29947.42,29166.03,29021.11,28926.58,117061.14,28533.20,31209.41,29859.50,26779.77,116381.88,26855.05,31388.40,31971.46,26533.33,116748.24,23376.85,27286.64,35809.91,26352.76,112826.16,23525.38,27497.69,30355.52,27824.44,109203.03,25882.86,29420.52,27410.80,28210.55,110924.73,24622.22,29933.99,25739.55,29143.81,109439.57,25629.24,25984.44,25495.14,28109.60,105218.42,26797.04,26713.14,..,..,..
..Big-eyed scad (Matangbaka),..National Capital Region (NCR),247.00,503.00,1229.00,1060.00,3039.00,429.00,817.00,1134.00,604.00,2984.00,355.00,239.00,935.34,433.62,1962.96,307.44,203.00,605.45,342.79,1458.68,419.60,255.89,427.67,391.39,1494.55,229.22,202.62,416.21,490.61,1338.66,172.54,215.79,204.81,405.51,998.65,474.45,128.06,227.63,346.34,1176.48,374.36,230.07,371.01,469.95,1445.39,502.07,365.08,1064.91,625.08,2557.14,197.72,392.26,613.86,897.22,2101.06,325.73,454.77,604.50,631.64,2016.64,203.76,230.92,483.98,280.92,1199.58,108.42,168.36,392.93,226.05,895.76,144.11,92.99,164.36,317.57,719.03,142.31,286.25,642.97,386.18,1457.71,153.72,118.20,95.43,359.43,726.78,112.14,122.67,83.31,154.77,472.89,89.36,91.03,235.35,136.92,552.66,9.30,43.06,..,..,..
..Big-eyed scad (Matangbaka),..Cordillera Administrative Region (CAR),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Big-eyed scad (Matangbaka),....Abra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Big-eyed scad (Matangbaka),....Apayao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Big-eyed scad (Matangbaka),....Benguet,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Big-eyed scad (Matangbaka),....Ifugao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Big-eyed scad (Matangbaka),....Kalinga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Big-eyed scad (Matangbaka),....Mountain Province,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Big-eyed scad (Matangbaka),..Region I (Ilocos Region),345.00,140.00,131.00,826.00,1442.00,366.00,163.00,116.00,308.00,953.00,374.51,166.47,176.96,304.86,1022.80,311.66,132.15,199.54,259.39,902.74,233.12,280.13,451.38,350.34,1314.97,133.82,285.68,401.40,305.43,1126.33,77.83,253.50,534.82,283.00,1149.15,181.34,297.80,343.29,195.62,1018.05,118.27,272.76,439.37,217.85,1048.25,148.76,251.25,589.69,376.16,1365.86,389.31,502.82,259.96,383.52,1535.61,168.80,332.78,244.55,384.62,1130.75,174.82,241.31,252.15,272.52,940.80,177.79,97.54,154.66,207.11,637.10,103.56,38.09,109.65,191.83,443.13,95.57,52.54,109.90,191.58,449.59,77.19,259.87,160.34,96.41,593.81,79.18,117.24,139.07,457.24,792.73,191.63,124.28,225.74,266.20,807.85,296.70,113.86,..,..,..
..Big-eyed scad (Matangbaka),....Ilocos Norte,52.00,36.00,4.00,70.00,162.00,46.00,37.00,6.00,64.00,153.00,46.51,37.27,64.88,63.08,211.74,32.66,9.44,78.85,60.21,181.16,13.09,104.36,276.73,59.06,453.24,48.06,129.62,215.42,44.94,438.04,18.92,181.35,246.17,21.47,467.91,30.10,174.25,290.10,67.36,561.81,41.01,126.39,274.84,87.38,529.62,40.57,106.34,360.64,45.45,553.00,19.99,259.94,186.52,215.56,682.01,61.33,180.11,171.95,233.37,646.76,62.35,144.10,160.72,94.23,461.40,53.78,17.18,76.43,95.70,243.09,42.55,2.15,53.82,94.20,192.72,43.00,2.85,60.94,97.86,204.65,12.26,17.86,115.33,49.73,195.18,19.40,35.87,43.90,328.61,427.78,115.97,32.83,58.14,70.06,277.00,171.73,12.62,..,..,..
..Big-eyed scad (Matangbaka),....Ilocos Sur,213.00,6.00,5.00,700.00,924.00,250.00,7.00,6.00,200.00,463.00,251.00,7.20,6.08,179.78,444.06,185.00,8.50,60.04,69.07,322.61,165.00,85.87,50.00,111.10,411.97,21.46,24.33,39.67,18.96,104.42,5.42,16.22,17.66,10.58,49.88,5.10,6.21,18.64,18.62,48.57,10.79,24.49,27.44,22.56,85.28,9.50,17.78,22.09,22.88,72.25,17.83,48.32,19.86,31.59,117.60,23.75,24.20,10.57,32.32,90.84,7.58,16.22,12.34,18.08,54.22,13.48,5.42,13.24,16.36,48.50,5.66,3.92,9.68,21.14,40.40,4.71,3.26,5.73,9.08,22.78,2.17,1.17,5.12,14.40,22.86,2.56,15.73,1.08,12.23,31.60,13.87,2.07,7.91,8.18,32.03,10.33,13.01,..,..,..
..Big-eyed scad (Matangbaka),....La Union,27.00,70.00,15.00,13.00,125.00,24.00,70.00,15.00,13.00,122.00,23.00,73.00,15.00,11.00,122.00,23.00,73.00,15.00,78.92,189.92,26.00,57.00,68.35,103.20,254.55,27.57,64.24,56.00,61.80,209.61,20.60,10.05,139.72,77.20,247.57,75.12,84.75,12.26,69.54,241.67,17.33,8.53,38.75,41.36,105.97,13.37,15.04,48.76,32.35,109.52,309.83,93.09,41.97,69.59,514.48,60.36,56.28,49.92,55.18,221.74,73.50,55.77,51.71,58.21,239.19,77.28,45.79,35.91,61.60,220.58,35.85,12.31,22.62,51.06,121.84,31.38,24.76,22.09,58.48,136.71,39.03,47.74,23.72,17.69,128.18,27.26,23.45,27.38,51.14,129.23,40.63,55.99,105.23,50.84,252.69,72.41,50.04,..,..,..
..Big-eyed scad (Matangbaka),....Pangasinan,53.00,28.00,107.00,43.00,231.00,46.00,49.00,89.00,31.00,215.00,54.00,49.00,91.00,51.00,245.00,71.00,41.21,45.65,51.19,209.05,29.03,32.90,56.30,76.98,195.21,36.73,67.49,90.31,179.73,374.26,32.89,45.88,131.27,173.75,383.79,71.02,32.59,22.29,40.10,166.00,49.14,113.35,98.34,66.55,327.38,85.32,112.09,158.20,275.48,631.09,41.66,101.47,11.61,66.78,221.52,23.36,72.19,12.11,63.75,171.41,31.39,25.22,27.38,102.00,185.99,33.25,29.15,29.08,33.45,124.93,19.50,19.71,23.53,25.43,88.17,16.48,21.67,21.14,26.16,85.45,23.73,193.10,16.17,14.59,247.59,29.96,42.19,66.71,65.26,204.12,21.16,33.39,54.46,137.12,246.13,42.23,38.19,..,..,..
..Big-eyed scad (Matangbaka),..Region II (Cagayan Valley),717.00,256.00,231.00,217.00,1421.00,770.00,533.00,251.00,153.00,1707.00,716.78,558.99,253.00,165.61,1694.38,825.27,509.85,263.48,209.39,1807.99,836.62,496.79,208.30,187.35,1729.06,869.76,534.17,329.18,249.53,1982.64,864.82,177.35,352.77,321.55,1716.49,863.25,139.27,386.13,134.45,1523.10,732.03,239.69,359.73,158.13,1489.58,585.54,208.99,381.77,158.03,1334.33,237.59,205.31,529.77,141.06,1113.73,226.43,190.10,293.99,143.98,854.50,235.06,219.64,310.06,162.39,927.15,173.32,231.81,354.01,153.74,912.88,177.94,209.46,441.56,134.84,963.80,169.94,231.91,318.02,113.62,833.49,145.53,213.12,296.61,97.97,753.23,117.45,213.17,267.72,84.91,683.25,78.59,194.76,271.12,82.68,627.15,79.78,218.35,..,..,..
..Big-eyed scad (Matangbaka),....Batanes,..,..,..,..,..,8.00,20.00,5.00,..,33.00,..,21.99,7.00,..,28.99,..,24.52,10.61,0.89,36.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.56,0.95,1.37,0.02,2.90,0.48,1.14,0.66,0.04,2.32,0.61,1.19,0.64,0.03,2.47,0.59,1.18,0.63,0.03,2.43,0.62,1.25,0.60,0.02,2.49,0.63,1.30,0.58,0.02,2.53,0.64,1.33,..,..,..
..Big-eyed scad (Matangbaka),....Cagayan,715.00,253.00,229.00,215.00,1412.00,758.00,510.00,243.00,152.00,1663.00,713.78,533.00,242.00,161.61,1650.39,823.27,479.33,247.87,204.50,1754.97,833.62,491.04,204.30,184.35,1713.31,866.76,530.95,320.68,245.28,1963.67,862.02,175.24,325.91,310.15,1673.32,851.75,136.37,365.63,124.45,1478.20,720.63,236.69,343.98,147.33,1448.63,575.04,201.99,372.57,146.63,1296.23,226.99,198.41,519.97,129.64,1075.01,215.68,182.30,286.19,132.98,817.15,224.36,205.64,297.56,151.29,878.85,162.76,217.41,341.29,142.52,863.98,162.96,193.69,429.80,123.80,910.25,156.13,216.44,307.03,102.34,781.94,132.95,197.57,285.98,87.56,704.06,104.78,196.51,257.00,74.47,632.76,65.96,178.58,260.06,72.31,576.91,67.09,202.11,..,..,..
..Big-eyed scad (Matangbaka),....Isabela,2.00,3.00,2.00,2.00,9.00,4.00,3.00,3.00,1.00,11.00,3.00,4.00,4.00,4.00,15.00,2.00,6.00,5.00,4.00,17.00,3.00,5.75,4.00,3.00,15.75,3.00,3.22,8.50,4.25,18.97,2.80,2.11,26.86,11.40,43.17,11.50,2.90,20.50,10.00,44.90,11.40,3.00,15.75,10.80,40.95,10.50,7.00,9.20,11.40,38.10,10.60,6.90,9.80,11.42,38.72,10.75,7.80,7.80,11.00,37.35,10.70,14.00,12.50,11.10,48.30,10.00,13.45,11.35,11.20,46.00,14.50,14.63,11.10,11.00,51.23,13.20,14.28,10.35,11.25,49.08,11.99,14.37,10.00,10.38,46.74,12.05,15.41,10.12,10.42,48.00,12.00,14.88,10.48,10.35,47.71,12.05,14.91,..,..,..
