Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Quirino,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Quirino,"STRING BEANS, 1 KG",43.33,37.50,33.33,30.00,25.63,24.38,26.29,22.50,21.25,23.00,26.75,33.75,28.98,32.50,28.75,20.00,22.13,26.25,31.63,27.50,21.25,35.00,30.00,33.75,42.50,29.27,41.88,33.13,35.00,35.00,30.00,32.50,33.13,26.25,27.50,28.75,27.50,27.50,31.51,38.13,36.25,31.88,26.25,27.50,32.50,36.25,39.38,34.38,21.25,60.00,47.50,35.94,65.63,42.50,42.50,32.50,40.63,41.88,41.25,29.38,40.00,41.25,60.00,53.13,44.22,59.38,56.88,40.00,27.50,26.88,42.50,38.75,30.00,37.50,32.50,42.50,56.25,40.89,61.25,62.50,51.25,30.63,39.38,53.75,61.25,61.88,23.75,46.25,51.88,56.88,50.05,73.75,48.13,32.50,51.25,58.75,50.00,44.38,38.13,41.25,52.50,48.75,48.75,49.01,50.00,48.75,48.13,48.13,43.75,42.50,42.50,40.00,38.13,35.00,73.75,98.13,50.73,108.75,68.75,45.63,26.88,31.25,71.25,57.50,53.75,41.25,39.38,36.88,61.25,53.54
....Batanes,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Batanes,"STRING BEANS, 1 KG",16.25,16.25,16.25,16.25,16.25,16.25,16.25,17.50,18.75,16.25,15.00,13.13,16.20,13.13,13.13,15.63,17.93,20.44,17.50,17.50,17.50,17.50,25.00,25.00,25.00,18.77,25.00,22.50,18.75,20.00,20.00,20.00,17.50,13.75,10.00,10.00,12.50,12.50,16.88,17.50,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.65,18.75,21.88,21.88,21.88,21.88,21.88,21.88,21.88,23.13,24.38,25.63,25.63,22.56,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,25.63,28.13,28.13,28.13,26.26,28.13,26.25,26.25,25.63,23.13,22.50,22.50,23.75,25.00,25.00,25.00,25.00,24.85,26.67,26.67,26.67,26.67,20.83,101.67,101.67,101.67,91.67,85.00,88.33,90.00,65.63,101.43,131.43,127.14,90.00,91.43,107.14,104.29,96.93,90.79,93.25,138.64,154.59,110.59
..REGION III (CENTRAL LUZON),"RAW PEANUT, SHELLED, 1 KG",64.87,62.19,63.06,64.83,64.72,65.01,67.01,68.15,69.24,69.92,70.83,70.23,66.67,70.54,71.59,71.11,69.07,68.78,69.93,69.75,69.77,70.92,70.65,69.38,70.08,70.13,69.19,69.71,68.85,68.23,67.96,68.33,68.23,68.71,69.57,67.72,69.63,68.59,68.73,68.91,68.89,69.04,68.52,68.02,67.66,67.89,67.96,69.11,69.16,70.23,71.98,68.95,74.48,76.03,76.07,75.72,73.31,73.43,73.47,73.39,73.96,74.51,74.84,74.94,74.51,74.88,75.13,74.44,74.26,73.71,73.99,74.64,75.46,75.91,76.42,77.00,77.96,75.32,75.55,74.04,75.20,75.89,74.85,73.51,73.76,78.56,78.88,77.78,79.11,78.69,76.32,77.15,77.02,77.21,77.59,76.31,76.27,75.50,76.48,77.40,77.61,78.13,81.25,77.33,79.79,78.97,77.73,77.66,78.87,80.40,78.66,79.60,79.81,80.92,84.08,83.52,80.00,84.04,84.24,80.77,80.76,81.49,80.90,82.44,83.67,84.32,84.53,83.73,83.44,82.86
..REGION III (CENTRAL LUZON),"RAW PEANUT, UNSHELLED, 1 KG",61.67,60.83,60.00,55.00,54.38,57.50,59.38,57.50,60.00,58.75,60.63,63.13,59.06,58.75,55.63,55.63,51.25,50.63,53.75,53.75,52.50,51.25,50.00,55.63,60.00,54.06,58.75,54.38,53.13,56.25,55.00,56.25,58.75,56.25,58.75,56.88,58.13,60.00,56.88,54.38,60.63,60.00,56.88,56.88,57.50,56.25,60.00,58.75,56.25,60.00,61.25,58.23,62.50,59.38,59.38,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.11,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,89.38,89.38,89.38,89.38,69.79,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,89.38,85.63,85.13,85.13,85.13,85.13,86.38,87.63,88.25,88.25,88.75,87.01,92.50,93.75,90.00,90.00,90.00,93.13,91.25,96.25,96.88,98.13,106.88,105.63,95.37,107.50,107.50,103.75,93.75,97.50,103.75,101.25,99.59,94.06,89.63,90.74,94.62,98.64
..REGION III (CENTRAL LUZON),"BAGUIO BEANS, 1 KG",56.44,57.41,59.59,57.66,50.03,52.28,54.06,65.37,75.47,59.69,56.88,54.69,58.30,62.50,48.28,47.19,51.88,58.82,65.47,66.50,54.38,72.66,85.31,74.53,61.25,62.40,60.00,55.63,53.60,57.35,57.56,63.75,65.00,81.88,68.75,70.78,65.63,52.19,62.68,60.58,53.60,53.13,57.19,60.32,67.81,75.47,94.22,80.32,63.91,152.66,98.81,76.50,71.72,60.00,54.38,60.94,83.28,77.19,64.06,58.91,79.06,85.94,133.13,98.44,77.25,72.81,67.19,65.00,67.66,65.94,69.85,72.66,74.06,80.94,81.88,82.81,82.19,73.58,87.50,80.00,70.32,69.85,67.50,77.82,90.78,94.60,100.00,129.85,100.47,87.66,88.03,84.69,75.63,68.97,76.53,92.72,82.19,78.44,79.85,90.47,90.47,86.88,80.32,82.26,79.06,73.91,70.31,81.15,80.47,90.16,70.31,65.00,68.28,90.63,115.63,146.25,85.93,122.97,96.10,76.41,75.72,68.28,103.28,97.66,97.63,90.62,93.96,122.67,92.68,94.83
..REGION III (CENTRAL LUZON),"MONGGO, GREEN, 1 KG",79.99,79.39,78.98,82.17,80.55,79.78,85.80,86.49,90.71,84.37,83.28,81.88,82.78,81.05,77.61,77.02,78.26,79.63,79.36,80.45,78.55,82.21,91.48,90.86,89.04,82.13,89.67,86.82,88.43,87.69,88.01,86.14,91.13,94.36,95.21,96.84,96.34,93.69,91.19,93.67,94.30,94.07,92.97,92.14,92.65,91.58,93.56,92.49,91.33,93.60,92.22,92.88,93.18,91.65,89.11,89.77,90.58,92.21,90.66,91.11,92.96,91.52,92.75,91.41,91.41,92.48,92.53,93.57,93.77,92.43,93.02,90.48,90.11,89.27,91.38,92.02,92.35,91.95,92.49,92.67,92.31,91.90,91.32,90.86,92.35,90.96,90.77,90.63,90.54,90.10,91.41,89.42,89.02,88.76,87.31,88.03,88.38,87.21,88.66,89.38,90.45,89.50,90.48,88.88,91.79,92.68,92.77,99.99,106.06,99.64,102.06,105.98,103.43,104.02,101.43,103.39,100.27,103.75,102.72,101.96,101.61,101.61,100.00,100.00,101.71,102.41,100.00,100.20,102.32,101.52
..REGION III (CENTRAL LUZON),"STRING BEANS, 1 KG",42.17,42.55,42.87,34.26,31.00,32.44,35.07,41.26,40.63,45.94,36.88,33.88,38.25,41.53,36.94,39.38,36.57,34.38,34.07,34.69,37.50,40.63,46.25,50.32,45.63,39.82,46.57,51.25,49.69,45.94,45.32,44.07,43.44,44.07,37.82,37.50,37.57,39.44,43.56,56.25,52.50,51.25,53.44,60.42,61.51,66.25,68.13,42.50,43.75,52.38,47.50,54.66,55.32,46.26,42.00,42.82,42.50,44.69,49.69,46.88,50.00,55.44,55.00,53.75,48.70,60.00,45.00,40.63,40.32,41.88,41.88,44.69,42.32,39.76,38.82,32.82,34.00,41.84,41.07,41.07,40.00,43.75,41.88,39.38,47.13,61.25,68.43,79.38,82.19,77.82,55.28,75.94,70.50,75.63,71.88,75.32,71.88,71.57,67.82,72.50,76.57,77.82,85.63,74.42,85.94,85.63,83.13,101.67,93.44,88.75,64.38,57.82,61.88,59.69,77.82,105.32,80.46,125.00,93.13,66.57,65.32,57.19,62.82,55.63,78.69,74.59,74.48,67.92,83.61,75.41
....Aurora,"RAW PEANUT, SHELLED, 1 KG",59.16,59.16,59.16,59.16,62.44,59.16,59.16,59.16,65.74,65.74,65.74,65.74,61.63,65.74,73.14,73.14,73.14,73.14,75.61,76.43,76.43,76.43,73.96,73.96,73.96,73.76,73.96,75.61,72.32,72.32,70.68,70.68,70.68,72.32,73.97,76.60,78.08,78.08,73.78,78.08,79.39,79.39,79.39,79.39,78.40,78.57,79.06,79.06,79.39,79.56,83.83,79.46,86.30,86.30,87.95,87.95,89.59,89.19,88.78,87.96,88.78,90.43,91.25,91.25,88.81,91.25,91.25,91.25,89.60,88.78,91.25,91.25,89.60,89.60,89.60,89.60,90.43,90.29,90.43,90.43,90.43,89.60,90.43,90.43,81.38,85.49,86.31,83.84,85.49,86.31,87.55,87.13,85.49,85.49,85.82,84.83,84.34,82.86,82.86,84.38,85.00,85.63,85.63,84.96,87.50,85.71,85.71,84.29,85.71,86.14,85.71,85.71,85.71,86.14,85.71,85.00,85.75,85.00,84.29,85.00,86.43,86.43,87.86,87.86,88.88,88.75,88.75,88.75,89.38,87.28
....Aurora,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Aurora,"BAGUIO BEANS, 1 KG",55.99,55.99,59.20,60.00,51.25,57.50,68.75,73.75,77.50,61.25,55.00,46.25,60.20,60.00,45.00,40.00,47.50,57.50,66.25,77.50,55.00,68.75,80.00,72.50,61.25,60.94,55.00,51.25,53.75,56.25,57.50,65.00,80.00,77.50,72.50,65.00,65.00,42.50,61.77,64.17,51.25,52.50,55.00,56.25,68.75,82.50,92.50,92.50,57.50,190.00,95.00,79.83,67.50,56.25,55.00,55.00,97.50,80.00,65.00,63.75,90.00,95.00,190.00,121.25,86.35,72.50,72.50,72.50,72.50,72.50,75.00,78.13,73.75,82.50,78.75,76.25,82.50,75.78,82.50,80.00,73.13,63.75,66.25,82.50,93.75,100.00,105.00,140.00,92.50,77.50,88.07,86.25,82.50,70.00,68.75,95.00,80.00,78.75,81.25,77.50,85.00,86.88,71.88,80.31,73.75,71.25,72.50,73.75,78.75,91.25,65.00,66.25,77.50,92.50,107.50,158.75,85.73,131.25,81.25,75.00,71.25,65.00,91.25,101.25,97.50,97.50,93.75,117.50,93.75,93.02
....Aurora,"MONGGO, GREEN, 1 KG",75.66,75.66,79.99,81.07,60.54,73.52,92.97,96.21,101.61,80.00,75.67,62.69,79.63,75.66,58.37,51.88,62.69,77.82,88.63,103.76,73.50,86.48,108.09,96.20,82.14,80.44,73.50,67.01,71.33,73.50,75.65,86.47,103.75,103.75,97.50,98.75,97.50,97.50,87.18,97.50,95.00,98.75,98.75,97.50,96.25,98.75,98.75,98.75,98.75,98.75,98.75,98.02,98.75,98.75,98.75,98.75,98.75,96.88,98.13,100.00,97.50,97.50,97.50,95.00,98.02,96.25,96.25,96.25,96.25,96.25,95.00,97.50,82.50,82.50,100.00,100.00,100.00,94.90,100.00,100.00,100.00,100.00,100.00,100.00,97.50,100.00,100.00,100.00,100.00,100.00,99.79,97.50,97.50,97.50,97.50,97.50,98.75,100.00,100.00,100.00,100.00,96.50,96.50,98.27,98.75,98.75,98.75,101.25,110.00,108.75,112.50,122.50,112.50,115.00,112.50,110.00,108.44,112.50,120.00,115.00,115.00,112.50,112.50,112.50,112.50,112.50,116.25,118.75,117.50,114.79
....Aurora,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bataan,"RAW PEANUT, SHELLED, 1 KG",66.97,66.15,70.58,66.97,66.97,69.11,69.11,68.94,68.94,68.94,70.99,71.40,68.76,71.40,71.40,69.76,68.94,68.12,71.89,71.89,69.92,69.92,68.94,64.02,66.97,69.43,66.58,65.60,65.60,65.01,65.01,66.00,66.00,66.00,66.99,66.40,66.40,66.40,66.00,65.19,68.15,72.25,71.43,71.43,71.76,71.43,70.12,73.89,73.89,73.89,73.89,71.44,73.89,73.89,70.61,70.61,70.61,70.61,70.61,70.61,70.61,70.61,72.25,72.25,71.43,72.25,72.25,72.25,73.90,71.44,70.62,69.79,70.62,70.62,72.26,74.72,78.01,72.39,77.18,73.08,73.08,75.54,75.54,75.54,73.89,73.89,73.89,74.71,74.71,75.54,74.72,75.54,74.71,82.10,82.93,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,82.11,76.88,76.88,79.38,80.00,80.00,81.25,80.63,83.75,83.13,83.13,94.38,93.13,82.71,93.13,91.88,86.88,90.63,90.63,90.63,95.63,89.88,91.13,91.13,89.38,85.00,90.49
....Bataan,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bataan,"BAGUIO BEANS, 1 KG",55.70,57.32,55.70,58.13,51.25,52.50,48.75,71.25,70.00,55.63,55.00,61.25,57.71,71.25,48.13,45.63,53.13,56.88,67.50,67.88,50.00,76.25,97.50,64.38,53.75,62.69,48.75,52.50,51.88,56.25,60.00,62.50,57.50,80.00,67.50,60.63,62.50,50.00,59.17,60.00,55.00,53.13,56.25,61.88,68.75,75.63,80.63,86.88,68.75,198.75,118.75,82.03,63.75,58.75,53.13,57.50,80.63,78.75,66.25,56.88,81.25,93.75,131.25,100.00,76.82,77.50,61.25,71.25,67.50,65.63,73.13,78.75,78.75,86.25,86.25,82.50,78.75,75.63,90.00,72.50,68.75,76.25,72.50,78.13,105.00,106.25,101.25,125.00,101.25,93.75,90.89,90.00,76.25,73.75,86.25,103.75,97.50,81.25,73.13,86.88,86.88,85.63,83.13,85.37,85.00,76.25,70.00,101.67,102.50,100.00,81.25,68.75,72.50,82.50,136.25,161.25,94.83,116.88,106.88,91.25,86.88,78.13,114.38,100.63,98.42,86.26,90.68,133.59,100.63,100.38
....Bataan,"MONGGO, GREEN, 1 KG",90.23,84.22,82.50,82.50,82.50,72.50,73.13,76.25,80.00,78.75,79.38,80.00,80.16,75.63,75.00,75.63,73.13,74.38,63.13,62.50,64.38,73.75,93.75,98.13,100.63,77.50,93.75,95.63,103.75,96.88,94.38,81.88,88.75,93.13,93.75,97.50,100.63,91.67,94.31,100.00,99.38,95.63,93.75,88.75,88.13,88.75,92.50,93.13,89.38,90.00,93.75,92.76,91.88,93.75,81.25,85.00,95.00,95.00,91.25,94.75,95.00,92.50,93.13,93.75,91.86,100.00,95.00,92.50,93.13,91.25,95.00,88.75,95.00,96.25,92.50,92.50,93.75,93.80,93.75,93.75,92.50,93.75,92.50,92.50,93.75,92.50,96.25,94.38,95.00,91.25,93.49,91.25,89.38,90.63,91.88,91.88,91.25,90.00,92.50,92.50,91.88,95.00,95.00,91.93,97.50,97.50,95.00,121.67,134.29,100.00,95.00,106.25,108.75,107.50,111.25,102.50,106.43,108.75,106.25,105.00,101.88,106.88,102.50,104.38,105.62,108.09,108.09,115.50,113.03,107.16
....Bataan,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bulacan,"RAW PEANUT, SHELLED, 1 KG",56.67,48.87,48.87,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,69.34,75.29,75.29,75.29,75.29,78.14,78.14,78.14,78.14,78.14,78.14,78.14,78.14,77.19,78.14,78.14,78.14,78.14,78.14,78.14,78.14,78.14,78.14,78.14,78.14,76.40,78.00,78.14,78.14,78.14,77.14,77.14,77.14,77.14,77.14,77.14,77.14,77.14,77.14,77.39,76.57,77.14,77.14,76.71,68.88,68.75,69.38,70.00,70.00,70.00,70.00,70.63,72.10,71.25,75.00,73.75,71.88,71.88,71.88,73.75,74.38,74.38,72.50,72.50,72.50,72.97,72.50,72.50,72.50,72.50,72.50,64.50,64.50,78.75,78.75,78.75,78.75,78.75,73.77,79.50,79.50,80.63,77.63,73.50,73.75,68.75,68.75,71.25,71.25,71.25,76.25,74.33,75.00,73.75,67.50,70.00,70.00,70.00,71.25,71.25,72.50,72.50,72.50,72.50,71.56,72.50,73.75,67.50,68.75,66.88,65.63,65.63,66.06,66.06,66.06,66.06,66.06,67.58
....Bulacan,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bulacan,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Bulacan,"MONGGO, GREEN, 1 KG",70.68,70.68,70.68,76.54,86.87,86.87,93.96,92.85,113.40,113.40,108.26,101.95,90.51,101.95,103.06,103.06,100.72,100.72,99.22,98.38,98.38,98.38,98.38,98.38,98.94,99.96,98.94,98.94,98.94,98.94,97.71,97.71,97.71,96.88,97.50,97.50,97.50,97.50,97.98,96.50,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.63,93.87,93.63,93.63,93.63,91.63,89.63,105.00,100.00,95.63,97.50,98.75,105.00,102.50,97.21,102.50,103.75,102.50,102.50,102.50,102.50,98.75,98.75,94.13,94.63,96.63,96.63,99.65,96.63,96.63,96.63,95.63,90.63,105.00,97.50,92.50,90.00,91.25,92.50,91.25,94.68,93.13,90.00,87.50,81.88,80.00,81.25,81.25,81.25,88.13,89.38,86.25,88.75,85.73,91.25,91.88,90.63,103.33,107.50,105.00,103.75,105.00,102.75,101.25,98.75,100.00,100.09,101.25,102.75,101.25,100.00,100.00,98.75,98.75,98.75,98.75,98.75,97.59,100.50,99.76
....Bulacan,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"RAW PEANUT, SHELLED, 1 KG",70.50,64.57,64.57,59.72,59.72,59.72,66.72,67.54,63.43,63.43,65.07,57.66,63.55,58.90,60.97,60.97,57.02,57.02,57.67,57.67,58.50,58.50,58.50,57.67,57.67,58.42,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,39.55,42.02,44.49,40.17,44.49,44.49,51.08,49.43,46.14,46.14,46.14,46.14,46.14,47.78,47.78,47.78,46.96,47.78,47.78,47.78,47.78,47.78,47.78,50.67,58.91,58.50,61.79,61.79,63.44,53.48,54.79,52.32,61.79,61.79,60.97,60.97,60.97,72.09,72.50,67.56,67.56,67.56,63.41,66.74,68.39,67.56,72.50,72.50,72.50,72.50,72.50,72.50,72.50,73.75,85.00,72.41,81.88,77.50,81.88,80.00,82.50,83.75,75.63,79.38,79.38,79.38,79.38,79.88,80.05,79.88,82.38,78.38,78.13,75.63,76.88,79.25,78.63,81.50,82.38,74.13,71.63,78.23
....Nueva Ecija,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Nueva Ecija,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
